1055117,4,-1,1055108,0,0,0
1055914,5,-1,1055108,187712,187712,0
1056049,6,-1,1055108,1,0,0
1056204,7,-1,1055108,187668,187668,0
1056353,8,-1,1055108,0,0,0
1056477,9,-1,1055108,1,0,0
1056582,11,-1,1055108,1,1,0
1056657,12,-1,1055108,0,0,0
1056765,13,-1,1055108,1,0,0
1056886,16,0,1055108,601055108,602055108,600998238
1057017,17,0,1055108,0,0,0
1057211,20,0,1055108,187632,187632,0
2055109,4,-1,2055108,0,0,0
2055242,5,-1,2055108,187632,187632,0
2055345,6,-1,2055108,1,0,0
2055452,7,-1,2055108,187588,187588,0
2055561,8,-1,2055108,0,0,0
2055637,9,-1,2055108,1,0,0
2055719,11,-1,2055108,1,1,0
2055786,12,-1,2055108,0,0,0
3055109,4,-1,3055108,0,0,0
3055234,5,-1,3055108,187552,187552,0
3055337,6,-1,3055108,1,0,0
3055444,7,-1,3055108,187508,187508,0
3055553,8,-1,3055108,0,0,0
3055629,9,-1,3055108,1,0,0
3055711,11,-1,3055108,1,2,0
3055779,12,-1,3055108,0,0,0
4055109,4,-1,4055108,0,0,0
4055234,5,-1,4055108,187472,187472,0
4055345,6,-1,4055108,1,0,0
4055452,7,-1,4055108,187428,187428,0
4055561,8,-1,4055108,0,0,0
4055637,9,-1,4055108,1,0,0
4055719,11,-1,4055108,1,3,0
4055787,12,-1,4055108,0,0,0
5055109,4,-1,5055108,0,0,0
5055234,5,-1,5055108,187392,187392,0
5055338,6,-1,5055108,1,0,0
5055445,7,-1,5055108,187348,187348,0
5055555,8,-1,5055108,0,0,0
5055630,9,-1,5055108,1,0,0
5055713,11,-1,5055108,1,4,0
5055780,12,-1,5055108,0,0,0
6055109,4,-1,6055108,0,0,0
6055234,5,-1,6055108,187312,187312,0
6055338,6,-1,6055108,1,0,0
6055437,7,-1,6055108,187268,187268,0
6055547,8,-1,6055108,0,0,0
6055623,9,-1,6055108,1,0,0
6055705,11,-1,6055108,1,5,0
6055773,12,-1,6055108,0,0,0
7055109,4,-1,7055108,0,0,0
7055234,5,-1,7055108,187232,187232,0
7055334,6,-1,7055108,1,0,0
7055433,7,-1,7055108,187188,187188,0
7055543,8,-1,7055108,0,0,0
7055619,9,-1,7055108,1,0,0
7055702,11,-1,7055108,1,6,0
7055770,12,-1,7055108,0,0,0
8055109,4,-1,8055108,0,0,0
8055234,5,-1,8055108,187152,187152,0
8055334,6,-1,8055108,1,0,0
8055433,7,-1,8055108,187108,187108,0
8055543,8,-1,8055108,0,0,0
8055619,9,-1,8055108,1,0,0
8055702,11,-1,8055108,1,7,0
8055769,12,-1,8055108,0,0,0
9055109,4,-1,9055108,0,0,0
9055234,5,-1,9055108,187072,187072,0
9055334,6,-1,9055108,1,0,0
9055433,7,-1,9055108,187028,187028,0
9055543,8,-1,9055108,0,0,0
9055619,9,-1,9055108,1,0,0
9055702,11,-1,9055108,1,8,0
9055777,12,-1,9055108,0,0,0
10055109,4,-1,10055108,0,0,0
10055237,5,-1,10055108,186992,186992,0
10055339,6,-1,10055108,1,0,0
10055441,7,-1,10055108,186948,186948,0
10055554,8,-1,10055108,0,0,0
10055632,9,-1,10055108,1,0,0
10055717,11,-1,10055108,1,9,0
10055795,12,-1,10055108,0,0,0
11055109,4,-1,11055108,0,0,0
11055237,5,-1,11055108,186912,186912,0
11055339,6,-1,11055108,1,0,0
11055441,7,-1,11055108,186868,186868,0
11055554,8,-1,11055108,0,0,0
11055632,9,-1,11055108,1,0,0
11055717,11,-1,11055108,1,10,0
11055797,12,-1,11055108,0,0,0
12055109,4,-1,12055108,0,0,0
12055237,5,-1,12055108,186832,186832,0
12055347,6,-1,12055108,1,0,0
12055449,7,-1,12055108,186788,186788,0
12055562,8,-1,12055108,0,0,0
12055640,9,-1,12055108,1,0,0
12055725,11,-1,12055108,1,11,0
12055805,12,-1,12055108,0,0,0
13055109,4,-1,13055108,0,0,0
13055237,5,-1,13055108,186752,186752,0
13055339,6,-1,13055108,1,0,0
13055441,7,-1,13055108,186708,186708,0
13055554,8,-1,13055108,0,0,0
13055632,9,-1,13055108,1,0,0
13055717,11,-1,13055108,1,12,0
13055797,12,-1,13055108,0,0,0
14055109,4,-1,14055108,0,0,0
14055237,5,-1,14055108,186672,186672,0
14055343,6,-1,14055108,1,0,0
