568178,27,-1,568114,316056,138560,138560
618130,27,-1,618114,316056,138560,138560
668126,27,-1,668110,316056,138560,138560
818119,4,-1,818110,0,0,0
818245,5,-1,818110,138560,138560,0
818377,6,-1,818110,2,0,0
818553,7,-1,818110,138516,138516,0
818723,8,-1,818110,0,0,0
818873,9,-1,818110,2,0,0
819011,11,-1,818110,2,1,0
819122,13,-1,818110,2,0,0
819244,16,0,818110,1418110,1452110,632878
819478,17,0,818110,0,0,0
819595,20,0,818110,138448,138448,0
819750,12,-1,818110,0,0,0
918111,4,-1,918110,0,0,0
918233,5,-1,918110,138448,138448,0
918338,6,-1,918110,2,0,0
918470,7,-1,918110,138404,138404,0
918597,8,-1,918110,0,0,0
918698,9,-1,918110,2,0,0
918809,11,-1,918110,2,1,0
918894,12,-1,918110,0,0,0
1018111,4,-1,1018110,0,0,0
1018236,5,-1,1018110,138336,138336,0
1018347,6,-1,1018110,0,0,0
1118111,4,-1,1118110,0,0,0
1118236,5,-1,1118110,138336,138336,0
1118343,6,-1,1118110,1,0,0
1118477,7,-1,1118110,138292,138292,0
1118607,8,-1,1118110,0,0,0
1118711,9,-1,1118110,2,0,0
1118825,11,-1,1118110,2,2,0
1118912,12,-1,1118110,0,0,0
1218111,4,-1,1218110,0,0,0
1218236,5,-1,1218110,138224,138224,0
1218343,6,-1,1218110,2,0,0
1218477,7,-1,1218110,138180,138180,0
1218607,8,-1,1218110,0,0,0
1218711,9,-1,1218110,2,0,0
1218825,11,-1,1218110,2,3,0
1218912,12,-1,1218110,0,0,0
1318111,4,-1,1318110,0,0,0
1318236,5,-1,1318110,138112,138112,0
1318347,6,-1,1318110,1,0,0
1318481,7,-1,1318110,138068,138068,0
1318611,8,-1,1318110,0,0,0
1318715,9,-1,1318110,2,0,0
1318829,11,-1,1318110,2,4,0
1318916,12,-1,1318110,0,0,0
1418111,4,-1,1418110,0,0,0
1418236,5,-1,1418110,138000,138000,0
1418354,6,-1,1418110,3,0,0
1418489,7,-1,1418110,137956,137956,0
1418618,8,-1,1418110,0,0,0
1418722,9,-1,1418110,2,0,0
1418837,11,-1,1418110,2,5,0
1418925,12,-1,1418110,0,0,0
1419117,15,0,818110,0,0,0
1419343,18,0,818110,0,0,0
1420044,19,0,818110,0,0,0
1420296,24,0,818110,0,0,0
