n_tu,sys_cycle_worst_ms,sys_cycle_process_max_ms,sys_cycle_mean_ms,sys_cycle_median_ms,sys_cycle_max_ms,sys_cycle_std_ms
3223,1.631,1.631,0.8672289792119144,0.867,1.631,0.019349272782889948
