OW_events;label
[57 60];0
[57 60 34];0
[40 43];0
[57 60 57 60];0
[57];0
[];0
[66];0
[57 60];0
[66];0
[57 60];0
[32 61 64 37 61];0
[57];0
[34];0
[61 64 61 47];0
[57 60];0
[57 60];0
[66];0
[57 60];0
[57 35 60];0
[60 57 60];0
[217 220 217 220];0
[220 217];0
[57];0
[57 60];0
[40];0
[51];1
[66];0
[ 17  14   8  17 118   5  14 121  37 118];0
[ 43 118  40 121];0
[60];0
[57];0
[57 60];0
[57];0
[];0
[207 204];0
[43 40 43];0
[ 34  30 122];0
[57];0
[57 60];0
[57 60];0
[61 64];0
[69];0
[27 18];0
[57 60];0
[];0
[57 60 57];0
[57];0
[60];0
[57 60 57 60];0
[];0
[43];0
[40 43 40];0
[34 31];0
[57 60];0
[];0
[40];0
[60 57 60];0
[43 40];0
[57 60];0
[30 57];0
[61];0
[57 60];0
[ 43  40  43 118  40];0
[60];0
[60];0
[57 60 57];0
[40];0
[ 57  60 217 220];0
[];0
[57 60 57 60];0
[57 60];0
[];0
[ 31 125  34 122];0
[57 60];0
[];0
[57 60];0
[33];0
[122 125];0
[57 60];0
[57];0
[57 60];0
[];0
[43];0
[57 60];0
[57 60];0
[];0
[57 60];0
[57 60];0
[57 60];0
[40];0
[122  30];0
[61];0
[40 43 40];0
[];0
[64 61];0
[69];0
[57 60];0
[];0
[57];0
[ 43 118  40 121];0
[ 27 125];0
[40 43];0
[60 57];0
[57 60];0
[69 66];0
[57 60 57 60];0
[69 66];0
[60 57 60 57];0
[48];1
[57 60];0
[];0
[57 60];0
[57 60 57];0
[27 30];0
[60 57];0
[57 60 57 60];0
[57 60 57];0
[43];0
[57 60];0
[44];0
[];0
[64 61 64 61 64];0
[57 60];0
[27];0
[43];0
[];1
[220  57  60 217];0
[57];0
[57 60];0
[57 60 57 60];0
[57 60 57];0
[27];0
[40 43];0
[40 43];0
[57 60];0
[60 57 60];0
[31 35];0
[125  31];0
[31 34];0
[57 60];0
[18];0
[57 60];0
[57 60];0
[ 30 122];0
[];0
[40];0
[40];0
[57 60 57];0
[61 64 61 64];0
[];0
[57 60];0
[];1
[57];0
[125  57];0
[57 60];0
[57 60 57 60];0
[34 31];0
[27];0
[38 35];0
[57 60];0
[];0
[];0
[57 60];0
[66];0
[217];0
[ 5 14  8 17];0
[57 60];0
[60];0
[60 57 60 57];0
[60];0
[69 66];0
[47 64 44 61 64];0
[57 60 57 60];0
[57 60];0
[57 60 57];0
[57 60 38 57];0
[122 125];0
[64 69];0
[35 38 35 69 66];0
[57];0
[60];0
[51];1
[57 38 60 35 57 38 60];0
[66];0
[121 118];0
[];0
[30];0
[51];0
[122 125];0
[57];0
[30 27];0
[57 60];0
[];0
[60 57 60];0
[40 43];0
[34];0
[69];0
[];0
[121 118];0
[34];0
[34 30];0
[57 60 57];0
[43 40];0
[57 60];0
[57 60 57 60];0
[57 60 57];0
[57];0
[ 43 121  40];0
[43];0
[57 60];0
[57 60];0
[31];0
[];0
[122 125];0
[57 60];0
[38];0
[57];0
[57 60];0
[69];0
[ 30 122];0
[60];0
[57 60];0
[57 60];0
[66];0
[57 60];0
[60];0
[];0
[ 33 122];0
[57 60];0
[27 57 60];0
[];0
[64 61 64 61];0
[60 57];0
[];1
[47 44 61];0
[47 44 61 64];0
[];0
[43];0
[35];0
[];0
[40];0
[57 60 57];0
[57];0
[ 5 14];0
[61];0
[];0
[40 43];0
[];0
[47 44];0
[64 61 64];0
[];0
[69];0
[57 60];0
[57 60];0
[];0
[57 60 57 60];0
[57 60];0
[57 60];0
[34];0
[57 60];0
[61 64];0
[48];1
[57 60];0
[60 57 60];0
[60];0
[57 60];0
[38 34];0
[31 34 31 34];0
[43 40];0
[66 27];0
[57 60];0
[57 60];0
[57 60];0
[57 60];0
[60 57 60];0
[57 60];0
[57 60];0
[ 43 118  40 121];0
[60 57];0
[];0
[31];0
[57 60 57 60];0
[];0
[];0
[57 60];0
[35];0
[27];0
[118];0
[57 60];0
[118 121];0
[34];0
[ 57 220 217  60 220 217];0
[ 31   8  17  34 116  30];0
[60 57];0
[ 5 14 43];0
[];0
[57 60];0
[57 60];0
[118];0
[];0
[69];0
[];0
[43 40];0
[217];0
[57 60];0
[51];1
[57 60];0
[57];0
[220];0
[60];0
[60];0
[60];0
[57 60];0
[57 60];0
[ 8 17 27 31 35 69 38 64];0
[34 31];0
[60 57 60 57];0
[121];0
[ 40 121  43 118 121];0
[30];0
[60];0
[69 64];0
[57 60];0
[57 60];0
[];0
[];0
[57 60];0
[35 38];0
[27 31];0
[];0
[57 60];0
[60];0
[];0
[61 64];0
[43];0
[40];0
[60 57 60];0
[57 60];0
[60];0
[];0
[57 60];0
[60 57];0
[];0
[57 60];0
[40 43];0
[57];0
[43 40];0
[ 43  40  43 118  40 121];0
[60 57 60];0
[118 121 118];0
[57 60];0
[31];0
[43 40];0
[51];0
[57 60];0
[57 60];0
[57 60];0
[ 66 125];0
[57];0
[57 60];0
[57 60];0
[121 118 121];0
[34 31];0
[40];0
[34 31];0
[35 38 35 38];0
[40];0
[];0
[];0
[43 40];0
[57 60];0
[57 60];0
[60 57];0
[38 35 66];0
[];0
[34 30];0
[60 57 60];0
[40 43 40];0
[57 60 57 60];0
[57 60];0
[27];0
[60];0
[57 60];0
[ 43 122 125];0
[57 60];0
[60];0
[57 60];0
[57 60];0
[60 57 60];0
[57 60 57 60];0
[40 43];0
[ 64 220 217  61  64];0
[43 40];0
[31 34];0
[];0
[60];0
[ 27 125];0
[30];0
[37 30];0
[57 60];0
[35 43 40 43 40];0
[125 122 125];0
[57 60];0
[57];0
[57 60];0
[];0
[217 220 217 220];0
[60];0
[57 60];0
[57 60];0
[38];0
[57];0
[38];0
[121 118];0
[ 43  40 118 121];0
[57 60];0
[18];0
[43];0
[];0
[57 60];0
[121];0
[60 57 60];0
[60];0
[38 44 47];0
[48 51 69];0
[57 60];0
[57 60];0
[57 60];0
[43 40 43];0
[30];0
[69];0
[60];0
[43 40];0
[40 43 40];0
[40 43];0
[57 60];0
[51];1
[57 60 57 60];0
[57 60];0
[34 31 34];0
[57 60];0
[];0
[];0
[43];0
[57 60 57 60];0
[50 64];0
[60];0
[122 125];0
[57 60 57 60];0
[57];0
[57 60];0
[44 47];0
[43];0
[43 40];0
[57 60 57 60];0
[35 38 35];0
[31 57 60];0
[60];0
[57 60];0
[35];0
[57 60 57];0
[43];0
[34];0
[48 18 21 51 48];1
[57 60];0
[];0
[57 60];0
[57 60];0
[57 60];0
[60 57];0
[31];0
[];0
[57 60];0
[60 57];0
[57 60];0
[220 217];0
[57 60];0
[57 60];0
[35];0
[27 30];0
[57 60];0
[30 27];0
[ 27 125  30 122];0
[121];0
[57];0
[57 60];0
[57 60];0
[];0
[57 60];0
[57 60 57 60];0
[57 60];0
[57];0
[];0
[57 60];0
[57 60];0
[66];0
[121];0
[220 217];0
[27];0
[217 220 217 220 217];0
[38 35];0
[];0
[57 60 57];0
[118 121];0
[61];0
[121  43  40];0
[69 34];0
[60];0
[60 57 60];0
[57 60 57 60];0
[64 31];0
[47 64 44 61 64 61 64];0
[];0
[];0
[40 43];0
[57 60];0
[34 31];0
[43 40];0
[];0
[57 60];0
[57];0
[];0
[61 64];0
[60];0
[57 60];0
[];0
[60 57 60];0
[66];0
[57];0
[57];0
[57];0
[61 64 61];0
[34];0
[35 38 35 38];0
[ 57  60 220 217  57];0
[43 40];0
[122 125];0
[30 27];0
[220 217 121];0
[40 43];0
[35];0
[34 31];0
[57 60 57 60];0
[57 60];0
[27 31 35 36];0
[ 27  30 105];0
[40];0
[57 60];0
[27];0
[];0
[125];0
[28];0
[43 40];0
[];0
[35];0
[60 57 60];0
[ 18 121];0
[57];0
[57 60];0
[];0
[];0
[12  9 48 12 51  9];1
[40];0
[57 60];0
[60 57 60];0
[43 40];0
[57 60];0
[43];0
[ 43 118  40 121];0
[66 69 66];0
[];0
[];1
[43 40 43 40];0
[60];0
[30 27];0
[];1
[];0
[57 60];0
[122 125];0
[64 61];0
[121];0
[118 121];0
[18 21 96];0
[35 38];0
[57 60];0
[57 60];0
[57];0
[57 60];0
[57 60];0
[57 60];0
[34];0
[57 60];0
[60 57 60];0
[ 30 122  27];0
[57 60];0
[43 27 40];0
[43];0
[40];0
[57 60];0
[43 40];0
[66 69];0
[40 43];0
[57];0
[30];0
[57 60 57 60];0
[60];0
[57 60];0
[28 47 44 35 61];0
[57];0
[40];0
[57 60];0
[121];0
[37 30];0
[40 43];0
[34];0
[];1
[35 57 38 60];0
[60];0
[60];0
[38];0
[57 60];0
[57 60 57 60];0
[118];0
[57 60];0
[57 60 57 60];0
[43 40 43];0
[];0
[57];0
[27 30 27];0
[31];0
[57 60];0
[];0
[30];0
[43 40];0
[];0
[];0
[57 60];0
[57 60];0
[60];0
[118];0
[31 34];0
[57 60];0
[64 61 64 61];0
[60];0
[44 47];0
[57 60];0
[57 60];0
[38];0
[43 40];0
[43];0
[ 38 220 217];0
[57 60 57 60];0
[31];0
[];0
[];0
[30 57 28 60 35 38 34 30 57];0
[43 40];0
[40 43];0
[57 60 57 60];0
[57 60];0
[31];0
[57 60];0
[31 34];0
[43 40 43 40];0
[57 60 57];0
[57 60];0
[57 60];0
[40];0
[60 57 60];0
[38 35];0
[];0
[57 60];0
[57 60];0
[57 60];0
[57 60];0
[57 60 57 60];0
[33 27 31 35];0
[57 60 30];0
[57 60];0
[57 60 57];0
[64 61 64 61];0
[30 27];0
[60 57 60];0
[40 43];0
[64];0
[64 61 47 64 44];0
[60 57 60];0
[30 27 30];0
[57];0
[18 40];0
[64 61 64];0
[60];0
[64 61];0
[57 60];0
[43 40];0
[60];0
[40];0
[34 31];0
[57 60];0
[43 40];0
[57 60];0
[34 31];0
[57 60 57 60 57];0
[28];0
[118];0
[33 27 31];0
[ 8 17];0
[38 35 38];0
[30];0
[57 60];0
[57];0
[27 30 27];0
[57 60 57];0
[60];0
[57 60 57];0
[57 60];0
[];0
[61 64];0
[];0
[ 47 112  27];0
[60 57 60];0
[204];0
[];0
[35 38];0
[43 40];0
[57 60];0
[57 60];0
[30];0
[];0
[48];1
[31 34 31];0
[66];0
[31];0
[57];0
[40 43];0
[31 34 69];0
[31 34 31];0
[];0
[34];0
[60 57 60];0
[57 60];0
[57 60];0
[ 30 122  27  31  43];0
[];0
[57 60];0
[57 60];0
[];0
[34 31];0
[113 100  69];0
[];0
[];0
[60];0
[57 60];0
[43];0
[60 34 57 60];0
[51];1
[38 34 31];0
[118 121];0
[40 43];0
[40 43];0
[30];0
[57 60];0
[57 60];0
[57 60];0
[27 31];0
[57 60];0
[118 121];0
[38];0
[];0
[60 57 60 57 60];0
[57 60 30];0
[40];0
[43];0
[];0
[];0
[57];0
[57 60];0
[  4  57 217   1  60  57   4  60];0
[57 60 57 60];0
[60 34 31 57];0
[57 60];0
[57 60 57 60];0
[66];0
[60];0
[40 43];0
[57 60];0
[57 60];0
[ 30  27  30  27 125];0
[57 60];0
[60];0
[118 121];0
[57];0
[118 121];0
[];0
[60];0
[43];0
[];0
[];0
[40];0
[57 60];0
[118 121];0
[60];0
[61 64 61 64];0
[31 43];0
[];0
[60];0
[31 34 57];0
[];0
[57 60];0
[43];0
[57 60];0
[57 60];0
[57 60];0
[60];0
[57 60];0
[57 60 57];0
[57 60];0
[30 27];0
[57 60];0
[];0
[57 34 60 30];0
[66];0
[57 60 57 60];0
[];0
[57 60];0
[60];0
[60];0
[57 60];0
[69];0
[43];0
[];0
[];0
[57 60 57 60];0
[57 60];0
[57 60];0
[];0
[];0
[];0
[60 57 60];0
[57 60];0
[57 60];0
[57 60];0
[57 60];0
[30 27 57 30 60 27 30];0
[66 69];0
[69];0
[57];0
[30];0
[ 43 220  40];0
[];1
[60];0
[57 60 57 60];0
[35];0
[57];0
[60 57 60 57 60];0
[57 60 57 60];0
[38 34 31];0
[64 61];0
[60 57 60];0
[40 43];0
[57 60 57];0
[ 12  21  96 114 192];0
[217  57  60];0
[57 60];0
[60 57];0
[28 33];0
[48];1
[60 57];0
[27 31 33];0
[47 44 61 64];0
[43];0
[];0
[57 60 57 60 57];0
[57 60 57 60];0
[60];0
[];0
[57 60];0
[ 34 122 125  30 122];0
[57 60 57];0
[38 35];0
[61 64 61];0
[];0
[57 60];0
[31 57 60];0
[30 27 30];0
[57 60 57 60 57];0
[57 60 57 60];0
[60 31];0
[];0
[57 60];0
[8 5];0
[57 60];0
[57 60 57];0
[57 60];0
[ 18  43 109  21  40];0
[57 60];0
[];0
[40];0
[ 27 121  30 118];0
[118];0
[60];0
[57 60 57 60];0
[122];0
[121 118];0
[57 60];0
[57 60];0
[118 121];0
[57 60];0
[];0
[69];0
[];0
[57 60];0
[118 121];0
[64 61 64 61];0
[ 31  35  38  34  30 118];0
[];0
[];0
[30];0
[57 60];0
[];0
[38 34 31 33 28];0
[57 60];0
[57 60];0
[57 60];0
[40];0
[27];0
[40];0
[];0
[57 60 57 60];0
[61 64 61 64];0
[35];0
[27 31 33];0
[40 43 40 43];0
[64 61 64];0
[35 57];0
[118];0
[35 38];0
[57];0
[];0
[];0
[60];0
[60 57 60];0
[60 57 60];0
[];0
[57 60];0
[57 60];0
[57 60];0
[60 57 60];0
[118 121 118];0
[40 43 40];0
[38 35];0
[];0
[37 57 30 60];0
[30 57];0
[30];0
[];0
[57 60];0
[60 57 60];0
[43 40];0
[57 60];0
[40];0
[34 31 34 31];0
[57 60];0
[47];0
[43];0
[61 64];0
[60];0
[51];1
[57 60 57];0
[40 34];0
[60];0
[35 57];0
[122];0
[57];0
[57 60 57];0
[57 60 57 60];0
[57 60];0
[57 60];0
[40];0
[35 38 34 30];0
[57 60];0
[217 220];0
[96];0
[118];0
[57 60];0
[220 217];0
[57 60 57 60];0
[57];0
[];0
[ 44  47 121];0
[57 60];0
[66];0
[57 60];0
[57 60];0
[];0
[57 60 57];0
[];0
[66];0
[27 30 57 60];0
[125 122];0
[ 36 122];0
[57];0
[57 60 57 60];0
[];0
[57 60];0
[43 40];0
[44 47 44];0
[57 60 57 60];0
[40 43];0
[43];0
[57 60];0
[57];0
[30 27];0
[57 60];0
[44];0
[57 60 57 60];0
[57 60];0
[57 60];0
[57];0
[66];0
[43 40];0
[43 40];0
[27];0
[57 60 34 31];0
[60 57 60];0
[57 60];0
[57 60];0
[38];0
[60];0
[60];0
[57 60];0
[30 27];0
[];0
[57 60];0
[];0
[57 60];0
[57 60 57 60];0
[57 60 57 60 57];0
[57 60];0
[57 60];0
[61];0
[57 60];0
[57 60];0
[57 60 57];0
[118];0
[118  43];0
[43];0
[57 60 57 60 57];0
[38];0
[57 60];0
[21];0
[];0
[43];0
[60];0
[];0
[61 64 61 64];0
[40];0
[57];0
[40];0
[ 41  61 192  64 185];0
[];0
[64 47 44];0
[];0
[57 60];0
[125  35  37 122  32 125];0
[51 48];0
[57 60];0
[57 60];0
[];0
[57 60];0
[60 57];0
[60 57 35 60];0
[57 60];0
[48 51 48 51];1
[];0
[40 43 40];0
[51 48];1
[30];0
[57 60];0
[118 121];0
[60];0
[40];0
[ 60 217 220  57  60];0
[ 57 207  60 204];0
[57 60];0
[ 8 17];0
[43 40];0
[37 31 35];0
[ 27  32 121];0
[27];0
[57 60];0
[];1
[60];0
[];0
[57 60];0
[57 60];0
[57 60];0
[60 57 60 57 60];0
[57 60];0
[];0
[40 43];0
[57 60];0
[43];0
[];0
[27];0
[35 38];0
[51 48];0
[57];0
[61];0
[];0
[57];0
[57 60];0
[57 60];0
[57];0
[69];0
[60];0
[];0
[31];0
[57 60];0
[57 60];0
[60];0
[35 38];0
[57 60 57 60];0
[60 57 60];0
[57 60];0
[57 60];0
[57 60 57 60];0
[60 57 60];0
[57 60];0
[60 31 57 60];0
[57 60];0
[60 57 60];0
[57 60];0
[57];0
[57 60];0
[43];0
[27 30];0
[60 57 60];0
[57 60 57 60];0
[57];0
[57 60];0
[];1
[43 40];0
[57 60];0
[57 60 57 60];0
[118 121];0
[57 60];0
[47 44];0
[34];0
[66 69];0
[57 69];0
[57 60 57 60];0
[34];0
[];0
[];0
[57 60];0
[57 60];0
[57];0
[57];0
[14];0
[];1
[57 60];0
[34 31];0
[57];0
[57 60 57 60];0
[57 60];0
[57];0
[57 60 57 60];0
[40 43];0
[43 40];0
[];0
[40];0
[57];0
[64 61];0
[43];0
[57 60];0
[61 64 61 64];0
[60];0
[57 60];0
[121 118 121];0
[27];0
[51];1
[];0
[61 64];0
[57 60];0
[];0
[118 121];0
[];0
[40 43 31 40];0
[34 43];0
[57 60];0
[35 38 66 35];0
[];0
[118 121];0
[60];0
[];0
[57 60];0
[57 60 57];0
[57 60];0
[];0
[57];0
[];0
[43 40];0
[60];0
[57 60];0
[44 61 64];0
[64 61 64];0
[57 60 57 60];0
[57];0
[57 60];0
[38 35];0
[44 61 64 61];0
[60 57];0
[38 35];0
[57 60 57 60];0
[47];0
[43 40];0
[57 60];0
[57 60];0
[125];0
[43];0
[64];0
[];0
[60];0
[43 40 43];0
[47 44 47];0
[];1
[60];0
[31 35];0
[121];0
[];0
[60 57 60 57 60];0
[];0
[57 60];0
[60 57 27 60];0
[ 40 121];0
[43 40];0
[57 60];0
[38 35 38];0
[57 60 57];0
[48 51 48];1
[57 60];0
[];0
[57 60 57 60];0
[57];0
[69];0
[35];0
[57 60 57];0
[60];0
[];0
[220  57 217  60 220 217 220];0
[60];0
[43];0
[69];0
[57 60];0
[35];0
[40 43];0
[57 60];0
[57 60];0
[57 60 57];0
[64 61 64];0
[ 57 220  60 217 220];0
[57 60 57];0
[30];0
[ 40 121  43];0
[40 43 40];0
[34 30];0
[40];0
[57 60];0
[];0
[57 60];0
[57 60];0
[40];0
[40 43];0
[48 51 48];0
[118];0
[43 40];0
[125];0
[];0
[69];0
[35];0
[57 60];0
[60 57 60];0
[60];0
[57 60];0
[57 60];0
[];0
[66];0
[64 61];0
[];0
[57 60];0
[40];0
[66];0
[43];0
[ 38  34  30 122];0
[38 35];0
[27 30];0
[27 30];0
[31];0
[57 60 57 60];0
[60 57 60 57 60 57];0
[];0
[57 60];0
[35 38];0
[118];0
[60];0
[43];0
[47 61 44 64 61 64 61];0
[57 60];0
[];0
[ 40  43  40 220 217];0
[27 31];0
[ 43 118  40 121 118];0
[43 40];0
[57 60];0
[57 60];0
[217];0
[69];0
[121 118];0
[40 43];0
[57 60];0
[57 60];0
[118 121];0
[57 60];0
[60];0
[40];0
[57 60];0
[];0
[43 40];0
[121];0
[];0
[121];0
[43];0
[60 34];0
[35 37];0
[43 40];0
[57 60 57 60];0
[57 60];0
[57 60];0
[];0
[43];0
[57];0
[61 64 61 64];0
[57 60];0
[57 60];0
[40 34 31];0
[57 60];0
[57 60];0
[57 60];0
[57 60 57];0
[30];0
[57 60 57 60];0
[ 34 220  31 217];0
[];0
[28  8 17 51];1
[69 66];0
[57 60];0
[43];0
[60 57 60];0
[ 27 125  30 122];0
[27 31];0
[57 60];0
[ 43  40 118];0
[34 57 60];0
[57 60];0
[121];0
[34];0
[61 64 47 44 61];0
[31];0
[60 57 60 57];0
[64 61 64 61];0
[38 35 38 35];0
[118 121];0
[204 207];0
[60];0
[60 57 60];0
[51];1
[43];0
[57 60 57 60];0
[57 60];0
[57 60 57];0
[66];0
[60 57 60];0
[ 47 112];0
[];0
[];0
[57 60];0
[];0
[66];0
[57 60 57];0
[40 43 40];0
[60];0
[60];0
[30];0
[61 64 61];0
[];0
[57 60];0
[40 43 40 43];0
[40 43 40];0
[];0
[118];0
[30];0
[60 57];0
[35 38];0
[118 121];0
[];0
[];0
[57];0
[57 60 57];0
[34];0
[57 60 57];0
[220 217 121];0
[];0
[57 60];0
[60];0
[69];0
[57 60 57 60];0
[57 60];0
[];0
[];0
[27 30];0
[];0
[];0
[57];0
[];0
[57 60];0
[118];0
[64 61];0
[60];0
[57];0
[61 64 61];0
[];0
[34 31];0
[57 60];0
[31];0
[57 60 57 60];0
[];0
[57 60];0
[57 60];0
[43 40];0
[57];0
[57 60];0
[31];0
[57 60];0
[ 37  30 122];0
[60];0
[69 27 31];0
[57 60];0
[57 60];0
[66];0
[35];0
[57 60];0
[64 61 64];0
[57];0
[57 60];0
[40 43 40];0
[61 64];0
[60 57 60];0
[34 31];0
[35];0
[66 69];0
[43 40];0
[57 60];0
[40 43];0
[60 57];0
[ 21  31 118];0
[57 60];0
[121];0
[57 60 57 60 57];0
[ 66 122 125];0
[34 31 35 37 31];0
[];0
[ 57 125];0
[60];0
[17 14 34];0
[38 35];0
[60 57 60 57 60];0
[60];0
[57 60];0
[ 30 122  69 125];0
[60];0
[];0
[44 66];0
[43 40 43];0
[118  43 121];0
[69];0
[57 60 57 60];0
[57 60];0
[ 18  51  21  18 118  21  48 121 118];1
[43 40];0
[57];0
[57];0
[60];0
[57 60];0
[ 18 125];0
[43 40];0
[];0
[51 48];1
[57 60 57 60];0
[57 60];0
[61 47 64 44 61 64];0
[];0
[57 60 57];0
[];1
[ 60 220 217];0
[60 57 60];0
[217];0
[];0
[57];0
[57];0
[60 57 60 57];0
[61 64 61 64];0
[57 60];0
[61 64 47];0
[57 60];0
[118];0
[ 31  83 109];0
[60 57];0
[57 60 57 60 57];0
[60];0
[69 66 69];0
[57 60];0
[121];0
[57];0
[69];0
[69];0
[57];0
[ 57 204  60];0
[57 60];0
[40 43 40 43];0
[57 60];0
[30];0
[57];0
[118];0
[44 66];0
[57];0
[57 60];0
[27];0
[];0
[57 69 60];0
[18];0
[57 60];0
[69 66 69];0
[43 40];0
[57 60 57 60];0
[];1
[107  88 114];0
[57 60];0
[43 40];0
[57 34 60 31];0
[57 60 57 60 57];0
[57 60 57];0
[118 121];0
[57 60 57];0
[35];0
[ 27  31 125];0
[35 38 35];0
[57 60];0
[40];0
[31 57 60 57 60];0
[57 60];0
[121];1
[57 60];0
[57 60 57];0
[38];0
[40];0
[57 60];0
[57];0
[57 60];0
[];0
[12 61];0
[57 60];0
[40 43 40];0
[60 57];0
[40 43 40];0
[];0
[];0
[60 57 60];0
[57 60];0
[57 60];0
[57 60];0
[57];0
[57 60];0
[57 60 30];0
[57 60 35];0
[30];0
[66];0
[57 60 57];0
[43];0
[57 60 57];0
[57 60];0
[38];0
[57 60];0
[51 48 51];1
[31];0
[43];0
[57 60];0
[43 40 43 40];0
[43];0
[43 40];0
[66];0
[];0
[31];0
[];0
[57 60];0
[];0
[60 57 60];0
[60];0
[57 60];0
[35];0
[64 61 64];0
[ 5 14];0
[121];0
[57];0
[57 60];0
[30 27 30];0
[60];0
[57 60 57 60];0
[8];0
[69];0
[34 31 35];0
[57 60];0
[57 60];0
[30];0
[61 64];0
[57 60];0
[125  30  27];0
[60 57 60];0
[57 60];0
[61];0
[57 60];0
[ 27  31 125];0
[51 48 51];1
[66];0
[43 40];0
[60];0
[57 60];0
[30];0
[60];0
[57 60 57 60];0
[30 27];0
[217   8  17];0
[57 60 57];0
[57 60];0
[30];0
[57 60];0
[30];0
[57];0
[30 57 60];0
[57 60];0
[34 31];0
[43];0
[57 60];0
[57 60 57];0
[57 60];0
[57];0
[57];0
[21];0
[38 35];0
[57 60];0
[220 118 121];0
[];0
[31];0
[57 60 57 60];0
[43 40];0
[57 60 57];0
[35];0
[57];0
[57 60 57 60];0
[57 60];0
[];0
[51 48];1
[57 35 60];0
[];0
[57 60];0
[60];0
[];1
[57 60];0
[60 57 60];0
[57 60];0
[207 204 207];0
[121];0
[57];0
[57 60];0
[57 60];0
[43 40];0
[57];0
[57 60];0
[40];0
[60 57 60];0
[];0
[57 60];0
[57 60];0
[118];0
[61 64 61];0
[125 122  32 125  37 122  31];0
[27 30];0
[31 43];0
[27];0
[57 60];0
[57 60];0
[57 60];0
[66];0
[57];0
[57 60];0
[57];0
[57 60 57];0
[57 60];0
[43 40 43];0
[34 57 60 57 60];0
[];0
[57 60];0
[];0
[43 40 43];0
[43 40];0
[64 61];0
[66];0
[43];0
[];0
[34 31 34];0
[];0
[57 30 60];0
[38 35];0
[57];0
[57];0
[57 60];0
[64 30 61 27 47 44 64];0
[69];0
[57 60];0
