n_tu,sys_cycle_worst_ms,sys_cycle_process_max_ms,sys_cycle_mean_ms,sys_cycle_median_ms,sys_cycle_max_ms,sys_cycle_std_ms
17734,0.884,0.884,0.7892724709597384,0.791,0.884,0.013970896097419421
