model_id,model_name,n_attempts,n_ok,n_fail,n_offload,n_wd_late,ok_rate,offload_rate,wd_late_rate,fail_rate
0,PVPCS_Active_Power_any-to-80_100-cnn1d-v502,2406,2405,1.0,0,0,0.9995843724023276,0.0,0.0,0.00041562759767248546
