n_tu,sys_cycle_worst_ms,sys_cycle_process_max_ms,sys_cycle_mean_ms,sys_cycle_median_ms,sys_cycle_max_ms,sys_cycle_std_ms
236,0.868,0.868,0.7331694915254237,0.742,0.868,0.018048571512442716
