model_id,model_name,n_attempts,n_inferences,n_ok,n_fail,ok_rate,fail_rate,n_wd_late,wd_late_rate,n_wd_early,wd_early_rate,n_inference_incomplete,incomplete_rate,n_offload,offload_rate,n_urgent,urgent_rate,n_no_inference,no_inference_rate,infer_worst_ms,infer_overhead_max_ms,infer_mean_ms,infer_jitter_ms,process_max_ms,N_total,tp,fp,tn,fn,accuracy,precision,recall,f1,false_negative_rate,skipped_predictions,confusion_matrix,quality_score
0,Battery_Active_Power_any-to-80_100-dense_bow-v500,236,235.0,235,1.0,0.9957627118644068,0.00423728813559322,0,0.0,0,0.0,1,0.00423728813559322,0,0.0,0,0.0,0,0.0,4404.167,0.776,111.80715319148936,282.2912059539248,4404.921,20145.0,9.0,12510.0,665.0,6.0,0.05109931766489765,0.0007189072609633358,0.6,0.0014360938247965534,0.4,6955.0,"[[TN=665, FP=12510], [FN=6, TP=9]]",0.0014360938247965534
