model_id,model_name,n_attempts,n_inferences,n_ok,n_fail,ok_rate,fail_rate,n_wd_late,wd_late_rate,n_wd_early,wd_early_rate,n_inference_incomplete,incomplete_rate,n_offload,offload_rate,n_urgent,urgent_rate,n_no_inference,no_inference_rate,infer_worst_ms,infer_overhead_max_ms,infer_mean_ms,infer_jitter_ms,process_max_ms,N_total,tp,fp,tn,fn,accuracy,precision,recall,f1,false_negative_rate,skipped_predictions,confusion_matrix,quality_score
0,Battery_Active_Power_any-to-80_100-cnn1d-v500,3223,3223.0,3223,0.0,1.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3169639928.273,1.035,983362.5788305927,55822901.083023876,29.312,20145.0,35.0,912.0,12867.0,41.0,0.9312161674485745,0.03695881731784583,0.4605263157894737,0.06842619745845553,0.5394736842105263,6290.0,"[[TN=12867, FP=912], [FN=41, TP=35]]",0.06842619745845553
1,PVPCS_Active_Power_any-to-80_100-cnn1d-v502,3224,3224.0,3223,1.0,0.9996898263027295,0.00031017369727047146,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.00031017369727047146,16.336,1.029,13.290271091811414,4.88762944555996,17.322,26434.0,2216.0,4985.0,8682.0,1456.0,0.6285252898091008,0.3077350368004444,0.6034858387799564,0.4076151935988228,0.39651416122004357,9095.0,"[[TN=8682, FP=4985], [FN=1456, TP=2216]]",0.4076151935988228
