OW_events;label
[57 60];0
[34 31];0
[60];0
[57 60];0
[66];0
[61 64 47 44 61];1
[30 27];0
[];1
[31 34];0
[57 60];0
[122];0
[60];0
[60 57 60];0
[44 61 64];1
[34 64 31 61 64];1
[31 34 31];0
[57];0
[60];0
[34 31];0
[60];0
[40 43];0
[44];0
[ 66 122];0
[37 30 57];0
[220 217];0
[61 64 61 64 61];1
[66];0
[47 44 61 64];1
[57 60];0
[118];0
[ 43 118  40 121];0
[69];0
[44 27 64];1
[57];0
[61 64];1
[57 60];0
[57 60];0
[61 64 61 64 61];1
[57 60 57];0
[];0
[35];0
[];0
[60];0
[57 60];0
[66];1
[57 60 57 60];0
[118];1
[61];1
[57 60];0
[57];0
[44 64 61 64];1
[113 116];0
[61 64 61];1
[61 64];1
[61];1
[57 60];0
[ 8 17];0
[64 61];1
[ 38 220];0
[64 61 64];1
[40 43 40];0
[64 61];1
[121 118];0
[31];0
[ 37 122];0
[];0
[43 40 43];0
[27 30 27];0
[57 60];0
[57 60];0
[57 60];0
[57 60 57];0
[61 64];1
[57 60 57 60];0
[60];0
[60 57 60 57 60];0
[57 60];0
[64 61];1
[];0
[57 60];0
[57 60];0
[57 60];0
[57];0
[27];0
[57];0
[57 60 57 60];0
[57 60 57 60];0
[];1
[57 60];0
[60 57 60];0
[69];0
[30];0
[30 61 27 64];1
[40];0
[43 40];0
[57];0
[57];0
[64 61];1
[60 57 60];0
[44 61 64];1
[61 64];1
[61 64];1
[];0
[47 44 61 27 64 31 61];1
[40];0
[60];0
[57 60];0
[57 60];0
[8 5 8];0
[57 60];0
[61 64];1
[47 64 44 61 64];1
[61 64];1
[57 60];0
[];1
[118];0
[57 60];0
[57 60];0
[57 60];0
[57 60];0
[];0
[61 64];1
[60];0
[57 60];0
[30];0
[61 64];1
[31 57 60 34 31];0
[57 60];0
[64 61 30 64 61];1
[66];0
[43 40];0
[57 60];0
[];0
[60 57 60 57];0
[57 60];0
[61 64];1
[47 61];1
[64 61];0
[57];0
[61 64];1
[43 40];0
[];0
[57 60];0
[57 60 57 60];0
[44 61 64 47 61];1
[40 43];0
[61];1
[64 61 64];1
[64];1
[60 57 60];0
[57 60 57];0
[38 34 30];0
[61 27 64];1
[57 60];0
[57 60];0
[60 57 60];0
[ 57  60 204 207];0
[57 60];0
[64 61 64 61];1
[64 61];1
[64 61 64 27];1
[34];0
[44 64];1
[57 60];0
[61 64 61];1
[57 60];0
[57 60];0
[43 40];0
[31];1
[61 64 61 64];1
[61 64 61];1
[61 69];0
[61 64];1
[57 60];0
[118  43  60 122];0
[57 60 57 60];0
[];0
[57 60];0
[31];0
[40 43];0
[61 64];1
[61 64];1
[34];0
[64 61];1
[64 61 64];1
[57 60];0
[43 40 43];0
[];0
[57 60 57];0
[43];0
[57 60];0
[64 61];1
[61 64 61 64];1
[ 8 17];0
[220 217];0
[61 64];1
[118];0
[61 64];1
[ 27 125];0
[64 61 63 58];1
[64 47];1
[57 60 57 60];0
[38 61];1
[43 40 43 40];0
[60 57 60];0
[61 64 47];1
[ 36 122];0
[51];0
[61 64];1
[57];0
[57 60];0
[61 64];1
[60 57 60];0
[61 64];1
[220 217 220];0
[66];0
[34 31];0
[125];0
[43 40];0
[57];0
[61 64];1
[];0
[61 64];1
[];0
[18 30 21 61  8 17 29 64  5 14];0
[30 27];0
[61 64 47];1
[57];0
[60 57 60];0
[57 60];0
[57 60];0
[47 61 44 64 61 64 61];1
[57];0
[38 35];0
[31 34 31];0
[43];0
[61 64];1
[61 64 61];1
[118 121];0
[];0
[];0
[31 34];0
[69];0
[];0
[61 64 61 64];1
[60];0
[61 64 47 44];1
[ 30 122  27 125  31];0
[];0
[47 44 61 64];1
[38 33];0
[57 60];0
[125];0
[30 28 57 35 60 37];0
[61 64 61 64];1
[61 64 34];0
[60];0
[118];0
[60];0
[43 40];0
[64 61 64];1
[61 27 64];1
[64 61 64];0
[30];0
[60];0
[44];0
[57 60];0
[  8 122];0
[];0
[60 57 60];0
[64];1
[118 121];0
[57 60];0
[ 44  61  64  61 118];1
[];0
[64];1
[30 27];0
[66];0
[57 60];0
[40];0
[57 60 57 60];0
[57 60];0
[118];0
[35];0
[57 60];0
[57 60];0
[38 64 61];1
[57 60];0
[57 60 57];0
[61 64 61 64];1
[66];0
[61 64];1
[43];0
[43];0
[];0
[57];0
[];0
[30 61 64 61];1
[14];0
[];0
[57 60];0
[57 60];0
[57];0
[60];0
[];0
[43 40];0
[57 60];0
[57 60];0
[61 64 61 64];1
[57 60];0
[60];0
[64 61];1
[];0
[125];0
[61 64];1
[61 64];1
[118];0
[57 60];0
[61 64];1
[40];0
[61 64];1
[27 30];0
[57 60];0
[44 61 64];1
[57 60];0
[61 64];1
[69];0
[43];0
[57 60];0
[57 60];0
[60];0
[57 60 57];0
[57 60];0
[38];0
[];0
[57 60];0
[44 61 64];1
[ 43 118  40 121];0
[57 60 57 60];0
[61];1
[57 60];0
[61 64];1
[57 60];0
[57 60];0
[64 61];1
[57 60];0
[125];0
[61 64 61];1
[34 30 27];0
[40 43];0
[];0
[57 60];0
[57 60 57 60];0
[57 60];0
[57 60];0
[ 8 17];0
[61 64 61 64];1
[61 64 61];1
[];0
[40 43 40];0
[64 61 64];1
[57 60];0
[43 40];0
[27];0
[57 60];0
[];1
[64 61];1
[61 64];1
[44 61 64];1
[38 57 34 60];0
[61 64];1
[64 61];1
[57 60];0
[];0
[40 43];0
[66];0
[57 60];0
[ 34  31  34 122];0
[57 60];0
[];0
[121];0
[61 64];1
[43 40 43];0
[57 60];0
[61 64];1
[40 43 40 43];0
[43 40];0
[61 64];1
[57 60];0
[121];0
[64 61 64];1
[60];0
[38 35];0
[61 64 61];1
[30 27];0
[64 61];1
[];1
[];1
[44 61 64];1
[57 60 57 60];0
[31];0
[34];0
[57 60];0
[61];0
[34];0
[64 61 47 64];1
[34];0
[60 57 60];0
[];0
[121];0
[57 60];0
[64 61 64];1
[40 43];0
[40 43];0
[];0
[57 60 57 60];0
[66 34];0
[ 43 121  40  43];0
[57 60];0
[217 220 217 220 217];0
[43 40];0
[];0
[57 60];0
[60 57 60];0
[64 61 64 61 64];1
[];0
[57 60];0
[118  60  57];0
[64 47];1
[60];0
[57];0
[34 57 60];0
[61 64 61];1
[57 60];0
[57 60];0
[118];0
[57 60 57];0
[43];0
[57 60];0
[43];0
[35 38];0
[31];0
[61 64];1
[61 64];1
[57 60 57 60];0
[122];0
[60 57 60 57];0
[];0
[61 64];0
[];0
[61 64];1
[57 60];0
[57 60];0
[64];1
[64 61];1
[ 43 118];0
[38 35];0
[60];0
[61 64 61 64];1
[];1
[57 60 57 60 57];0
[64 47 44 61];0
[57 60];0
[61 64];1
[61 64 61 64 61];1
[57 60 57];0
[57 60 57 60];0
[57 60 57];0
[60];0
[57 60];0
[64 61 64 47 44 61];1
[61 64 61 64 61];1
[64 61 64];1
[35 61 64];1
[31 34];0
[38];0
[61 64 61 64 61];1
[57 60 57 60];0
[57 60];0
[40 43];0
[57 60];0
[57];0
[21 48 18];0
[61 64 61 64];1
[66];0
[57 60];0
[47 64 44 61 64];1
[43];0
[122];0
[57];0
[43 40];0
[27];0
[113 116];0
[64];1
[118];0
[64 61];1
[61 64];1
[60 57 60];0
[57 60 57 60];0
[35 38];0
[57 60];0
[57 60 57 60];0
[34 31];0
[];0
[34 31 34 31];0
[40];0
[57 60 57 60];0
[57];0
[61 31 64 35 61 37 64 32 61];1
[118 121];0
[34];0
[57 60];0
[];1
[];1
[61 64];1
[47 61 44 64 61 64];0
[220  43];0
[];0
[57 60];0
[57 60 57 60];0
[60];0
[];0
[61 64];1
[64 61 64];1
[57 60];0
[];1
[44 61 64];1
[57 60];0
[61 64];1
[57 60 57 60];0
[];0
[64 61 38 35];1
[];0
[43 38 40 35];0
[57 60];0
[31];0
[61 64 61 64];1
[57 60 57];0
[57 60];0
[57 60];0
[57 60];0
[57 60 57 60];0
[57 60];0
[];0
[ 40  43 118];0
[];0
[40];0
[];0
[64 61 64];1
[69];0
[64 61 64];1
[61 64 61];1
[61 64];1
[64 61 64];1
[27];0
[];0
[64 61 64 61];1
[66];1
[61 64 61 64];1
[61 64];1
[64];1
[121 118];0
[43 40];0
[];0
[64 47 44 61];1
[57 60];0
[61 64 61 64];1
[57 60];0
[34];0
[57 60];0
[57 60];0
[57 60];0
[];0
[57 60];0
[66];0
[43];0
[61];1
[109  96];0
[121 118 121 118 121];0
[220  57  60 217  57  60];0
[30 27];0
[64 61];1
[118 121];0
[61 64 61 64 61];1
[57 60];0
[60 57 60];0
[64 61];0
[57 60];0
[57 60];0
[57 60];0
[118];0
[60];0
[40];0
[61 64];1
[57 60];0
[61];1
[121 118];0
[];0
[61 64 61 64];1
[64 47 44 61];0
[44];0
[27];0
[ 66 116 113];1
[57 60 30];0
[40 43];0
[57 60 57];0
[57 60];0
[60 57];0
[];0
[34 31];0
[];0
[30 27];0
[61 64];1
[33 27 57];0
[57 60];0
[60 57 60];0
[40 43];0
[61 64];0
[57];0
[57 60];0
[57 60];0
[57 60];0
[];0
[121 118 121 118 121];0
[57 60];0
[64];1
[121];0
[57 60 57];0
[40 43];0
[61 64 61];1
[ 28 103];0
[61 64];1
[57 60];0
[121];0
[57 60];0
[57 60 57];0
[64 61 64 61 64 61];1
[ 5 14 17];0
[64 61 64];1
[61 64];1
[44 61 64];1
[40];0
[31 34 30];0
[];0
[];0
[57 60 57 60];0
[43 40];0
[61 64];1
[57];0
[27];0
[61 64 61];1
[ 44  61 192 185];0
[64 47 61 44];0
[];0
[61 64];1
[];0
[57 60 57 60];0
[60 57 60];0
[64 61 64];1
[61 64 34 61];1
[57 60];0
[61 64 61];1
[27];0
[57 60];0
[57];0
[ 60 220 217];0
[40 43];0
[];0
[118];0
[];1
[57 60];0
[61 64 61 64];1
[57];0
[ 43 118  40 121];0
[48];0
[40 43 40 43 40];0
[];0
[34];0
[21];0
[57 60];0
[];1
[35 38 57 60 35];0
[57 60];0
[];1
[57];0
[118 121];0
[64 61];0
[44 61 64];1
[64 61 64 61 64];1
[125  92];0
[34];0
[57 60];0
[34];0
[60];0
[57 60];0
[57 60];0
[64];1
[57 60];0
[];0
[57 60];0
[61 64 61 64];1
[61 64 61 64];1
[31];0
[57 60];0
[61 64 47 44];0
[57];0
[];0
[60 57 60];0
[30];0
[27];0
[  5  57 125  60  30];0
[];0
[57 60];0
[57 60];0
[57 60];0
[60];0
[28 34 30];0
[57 60];0
[121];0
[57];0
[61 64];1
[30];0
[57 60];0
[118];0
[35 38 69];0
[57 60];0
[];0
[57 60 57 60];0
[57 60 57];0
[69];0
[57 60];0
[57 60];0
[64 61 64];1
[57];0
[57 60];0
[57 60];0
[ 31  34 220 217 220];0
[61 64 47];1
[64 61 34 30 64];1
[57 60];0
[64 61];1
[60];0
[31];0
[57];0
[57];0
[57 60];0
[61 64 61];1
[57];0
[57 60 57];0
[57 60];0
[60 57 60 57];0
[61 64];1
[61 64];1
[113  69  66 116 113];0
[57 60];0
[64 61];1
[44 61 64 61 64];0
[40];0
[];0
[];0
[];0
[61 64];1
[60 57];0
[220  57 217];0
[57 60 57];0
[35];0
[61 64 61];1
[69];0
[38];0
[61 64];1
[57 60];0
[31 35];0
[35];0
[];0
[124];0
[57 60];0
[66];0
[];0
[43 40];0
[64 61];1
[57 60 57];0
[57 60 57 60];0
[57 60];0
[57 60];0
[];0
[61 64 61];1
[];0
[64 61 64];1
[220 217 220 217];0
[40];0
[57 60];0
[60 57 60];0
[61 64 61 64 61];1
[ 61 121 118];1
[61 64];1
[57 60];0
[61 64];1
[30 64 61];0
[57 60];0
[];0
[57 60];0
[57 60];0
[60 57];0
[60 57 60 57];0
[61 64];1
[57 60];0
[61 64];1
[61 64];1
[60 57 60];0
[ 60 126  57];0
[27];0
[38 34 30];0
[57 60];0
[60];0
[61 64 61 64];1
[40];0
[44 61 64];1
[60 57 60];0
[66];0
[61 64 36];0
[61 64 61];1
[57 60];0
[57 60];0
[61 64 61];1
[57];0
[217 220];0
[43 40];0
[66];0
[18];0
[];0
[57 60 57];0
[61 64];1
[30 27 31];0
[61 64];1
[40];0
[31 57 60];0
[61 64];1
[];0
[31 35];0
[];0
[61 64 30 61 27 47 44 64];1
[27];0
[118];0
[61 64];1
[122];0
[];0
[57 60];0
[34 61 64];1
[ 35  66  38  34 122 125];0
[57 60];0
[69];0
[69];0
[47];1
[64 61 64];1
[43];0
[57 60];0
[64 61];1
[57 60];0
[217 220 217  57];0
[31];0
[57 60];0
[61 64 61 64];1
[35];0
[];0
[57 60];0
[43 40];0
[27];0
[64 61 64 47 61];1
[57 60 57 60];0
[40];0
[60 57 60];0
[43];0
[47 44 61 64];1
[];0
[57 60];0
[57 60];0
[64];1
[40 43];0
[57 60 57 60];0
[44 61 64 61];1
[40 43];0
[57 60];0
[64 61 64 61 64 61];1
[64 61 64];1
[30];0
[43];0
[60 57 60];0
[57 60];0
[ 8 17 47  5 15 44 21];0
[60 31 34 31 57 60];0
[57 60 57 60 57];0
[57 60];0
[57 60 57 60];0
[43 40];0
[];0
[61 64 34 61 31 64];1
[57 60 57];0
[57 60 57 60];0
[57 60];0
[57];0
[64 61];0
[35 38 35 38];0
[57 60];0
[60];0
[57 60 57];0
[61 64];1
[];0
[60];0
[118];0
[47 64 44 61];1
[64 61];0
[31 34];0
[61 64];1
[57];0
[];1
[57 60 57];0
[61 64 61];0
[40 43 40 43];0
[61 64];1
[43];0
[64 61 64 61 64];1
[57 60];0
[43 40];0
[];1
[64 61 64];1
[60 57 60];0
[57 60];0
[40 43];0
[ 5 14 30 27 43];0
[];0
[];0
[57 60 57];0
[48];0
[220 217];0
[ 57  60 207];0
[61 64 61];1
[57 60];0
[ 31  34 122];0
[ 66 105];0
[57];0
[57];0
[61 64];1
[34];0
[];0
[57 60 57];0
[64 61 64 61];1
[57];0
[57 60];0
[122  30  27 125];0
[38 34 30 27 32];0
[118 121];0
[35];0
[];1
[61 64];1
[116  66 113];0
[66];0
[];0
[];0
[61 64 61 64 61];1
[61 64];1
[ 31  34  30 122];0
[57 60 57];0
[27 30];0
[34 31 69 34 66 64 30];1
[];0
[40 43];0
[122];0
[18];0
[64 61];1
[69];0
[43];0
[60];0
[57 60];0
[57 60];0
[69];0
[61];1
[43 40];0
[40];0
[60 57 60];0
[40];0
[57 60 57 60];0
[];0
[61 64 61 64];1
[];0
[57 60];0
[61 64 61];1
[35];0
[217 220  57 217  60];0
[];0
[61 64];1
[69];0
[];0
[57 60];0
[64 61];0
[57 60];0
[61 64];1
[64 61];1
[69];0
[61 64 61 64];1
[57 60];0
[31 57 60 34];0
[100];0
[];0
[35];0
[64 61 64 61 64];1
[64];1
[40 43];0
[31];0
[40];0
[64 61 64];1
[30];0
[];0
[61 27 64 31];1
[47 44 61 64];1
[ 27 125];0
[60];0
[57 60];0
[57];0
[61 64];1
[];0
[61 64];1
[61 64];1
[61 64];1
[60];0
[61 64];1
[57 60];0
[66];0
[];1
[61 64];1
[57 60];0
[43 40 43];0
[27 30];0
[43 40];0
[64 61 64];1
[35 38 64 35 47 61 44 64];1
[31 34 30];0
[27 57];0
[60];0
[57 60];0
[57 60 57 60];0
[];0
[ 57  60 204];0
[57 60];0
[57 60];0
[4];0
[57 60];0
[43 40];0
[57 60];0
[64 47 44 61];0
[61];0
[204];0
[57 60];0
[61 64];1
[61 64];1
[47 44 61];1
[28 34];0
[];0
[21 27  8 17 31  5 14 33];1
[43 40];0
[];0
[60 57 60];0
[];0
[44 61 64 61];1
[118];0
[43];0
[60 57 60];0
[64 61 64 61];1
[57 60];0
[40 43 40];0
[57 60 57 60];0
[64 61];1
[];0
[57 60 57 60];0
[61 64];1
[121 118 121 118];0
[64];1
[57 60];0
[60];0
[57 60];0
[60 30 27];0
[57 60 57];0
[60];0
[61 44 64];1
[43];0
[57];0
[61 64];1
[64 61 64 61 64 61];1
[57 60];0
[61 64 47];1
[57 60];0
[57];0
[57];0
[ 8 17  5 14];0
[64 61 64 61];1
[57 60];0
[38 35 38];0
[64];0
[47 44];1
[57 60];0
[69];0
[57 60];0
[47 44 61 33 64 61];0
[60 57 60];0
[121];0
[64 61 64];1
[57];0
[57 60];0
[40];0
[57 60];0
[57];0
[ 5 14 34 30];0
[51];0
[57];0
[43 40];0
[35];0
[57 60];0
[57 60];0
[118 121];0
[35];0
[31];0
[204  57 207  60 204];0
[57 60 57 60];0
[64 61 64];1
[35 38 35];0
[40];0
[61 64 61 64];1
[57 60];0
[57];0
[60];0
[57 60 57];0
[57 60 57 60];0
[40 43 40];0
[57 60];0
[ 30  18 121  21 118];0
[];0
[57 60];0
[60];0
[];0
[61 64 61];0
[];0
[57 60];0
[ 5 14];0
[57 60];0
[121];0
[57];0
[60 57];0
[57 60];0
[57 60];0
[57];0
[118 121 118];0
[61 64];1
[57 60 57 60];0
[57];0
[57 60];0
[47 61 44 64];1
[57 60];0
[27];0
[64 47 44 61];1
[37 31 66];0
[57 60];0
[57 60];0
[64 61 64];1
[57 60];0
[57 60 57];0
[61 64 47];1
[60];0
[57 60];0
[47 44];1
[40];0
[47 64 44];1
[57 60];0
[60];0
[44 61 64];1
[];1
[64 61 64 61];1
[34];0
[];0
[57 60];0
[64 61];0
[57 60];0
[57 60];0
[40 43];0
[57 60];0
[31];0
[64 61 64];1
[57 60 57 60];0
[57 60];0
[21];0
[57 60];0
[43];0
[43 40];0
[57 60];0
[57 60];0
[60 57 60 57 60];0
[57 60];0
[ 30  57  60 217];0
[60 57 60];0
[57 60];0
[57 60];0
[64 47 44 61];1
[57 60];0
[47 44 61 64];1
[  8  17  28  35 112  47];0
[57 60];0
[57 60];0
[57 60];0
[60 57 60 57];0
[];0
[60];0
[57 60 57 60];0
[57 60 57 60];0
[31 35 38 35];0
[61 64 47];1
[57 60 57 60];0
[109 112 109];0
[69];0
[];0
[44 61 64 61 64];1
[60];0
[61 64];1
[57 60];0
[122];0
[121];0
[57 60 57 60];0
[60];0
[61 64];1
[122  27 125  30 122];0
[121];0
[];0
[ 30 113  69];0
[122 125 122];0
[60 57];0
[217];0
[60];0
[64 47 44 61];1
[44 61 64];1
[60 57 60 57 60];0
[57 60];0
[64 61 64 61 64 61];0
[57 60];0
[122];0
[57 60];0
[57];0
[];0
[34];0
[61 64 61];1
[38 34];0
[];0
[57 33 60 57 60];0
[57 60];0
[43 40 43];0
[ 18  44 217];1
[64];1
[122];0
[57];0
[57 60];0
[57 60];0
[57 60];0
[64 61];1
[69];0
[57 60];0
[47 64 44 61 64];1
[64 31 61];1
[57 60 57];0
[61 64 61 64];1
[64 61];0
[43 40];0
[64 61 64];1
[21 18];0
[];0
[57 60 57 60];0
[121];0
[64 61 64 61 64];1
[ 18 121  21 118];0
[66];0
[27];0
[57 60];0
[61 64 61 64];1
[];0
[100];0
[44 61 64];1
[118 121];0
[109];1
[47 44];1
[57 60];0
[64 61 64];0
[57 60];0
[217  57  60 220 217];0
[64 47 61 44];1
[57 60];0
[44 61 64 47];1
[60 57 60 57];0
[60];0
[69];0
[60];0
[57 60];0
[64 61 64];1
[43 40];0
[];1
[47 44 61 64];1
[57 60];0
[];0
[57 60 57 60];0
[57 60];0
[36 61 28 64 34];1
[];0
[61 64];1
[64 61 64 61 64 61];0
[];0
[38];0
[57 60];0
[43];0
[57 60];0
[ 44 109];0
[];0
[43];0
[ 61 217  64 220];1
[];1
[122  31 125  34 122];0
[57 60];0
[38 35];0
[];0
[57];0
[220 217];0
[];0
[47 44 61];1
[64 61 64];1
[57 60];0
[57];0
[61 47 64 44 61];1
[64 61];1
[60];0
[61 64 47 44];1
[61 64];1
[ 31 125  34  32  38];0
[];0
[60 57 60];0
[35];0
[34 30];0
[57];0
[40 43];0
[118 121];0
[ 57 217  60  57 220];0
[69];0
[];1
[61 27 64 61 30 64];1
[64];1
[61 64];1
[61 64];1
[40];0
[64 61 64 61];1
[ 34  31 113 116];0
[60 57 60];0
[];0
[61 64];1
[125];0
[];0
[66];0
[60];0
[];0
[57];0
[40];0
[60];0
[60 57 60 57];0
[61 64 61];1
[60];0
[34 31 57];0
[43 40];0
[57];0
[57];0
[57 60];0
[64 61];1
[];0
[122];0
[64 61];1
[61 64];1
[43];0
[220 207];0
[64 61];1
[];0
[];1
[64 61 64];0
[31 34 31 34];0
[];0
[57 60];0
[];0
[];0
[61 64 61 64];1
[31];0
[57];0
[27];0
[40 43];0
[66];0
[];0
[66 69];0
[61 64];1
[57 60];0
[61 64 61 64];1
[61 64 61 64];1
[ 43  40 118];0
[64 38 61 35 64 61 64];1
[64  5 14 33];0
[64 36 27 31 35];1
[60 57 60 57];0
[61 64 61 64 61];1
[57 60];0
[31];0
[57 60 57 60];0
[57 60];0
[34];0
[57 60];0
[57 60];0
[ 8 17  5 14];0
[61 64 61 64];1
[69];0
[];0
[57 60 57 60];0
[57];0
[];0
[57 60];0
[27 57 60 30 57 27 60 31];0
[57 60];0
[57];0
[61 64];1
[];0
[60 57 60];0
[57];0
[69];0
[57 60 57 60];0
[118 121];0
[57 60];0
[57 60];0
[34];0
[40 21];0
[57 60 57 60];0
[57 60];0
[57 60];0
[30 61 27 47 64];1
[57 60 57];0
[57 60 57 60 57];0
[64 47 44 61];1
[57 60];0
[121];0
[44 61 64];1
[];0
[121];0
[30 27];0
[57 60];0
[57 60 57 60];0
[69];0
[43 40];0
[43 40];0
[57 60];0
[57 60];0
[57 60];0
[57 60];0
[61 64];1
[57];0
[66];0
[57 60];0
[217 220  57 217];0
[40 43];0
[64 61];1
[64 47 61 44];1
[57 60];0
[61 64];1
[ 5 14];0
[113 116 113];0
[61 64];1
[];1
[60 57];0
[121 118];0
[43 40];0
[64 61 64 61];1
[];1
[34];0
[57 60 57 60];0
[64];1
[57 60];0
[60 57 60];0
[57 60];0
[64 61];1
[60];0
[36];0
[60];0
[34 57 60 31];0
[];0
[61 64 61];1
[27 30];0
[34 31];0
[];0
[61 64 61 64];1
[57 60 57 60];0
[121];0
[61 64];1
[34];0
[64];1
[35 61 38 64 35];1
[57];0
[57 60 57 60];0
[57 60];0
[60];0
[];0
[43];0
[57 60];0
[64 61 64 61 64 61];1
[57 60 57 60];0
[60 57 60];0
[];0
[57 60 57];0
[60];0
[60];0
[57 60];0
[];0
[27 31];0
[64 47];1
[47 61 44 64];1
[57 60];0
[57];0
[64 61];0
[57 60];0
[64];1
[44 61 64];1
[43];0
[];1
[];0
[43];0
[57 60];0
[40];0
[61 64];1
[57];0
[60 57];0
[57 60];0
[57 60];0
[57 60 57 60];0
