model_id,model_name,n_attempts,n_inferences,n_ok,n_fail,ok_rate,fail_rate,n_wd_late,wd_late_rate,n_wd_early,wd_early_rate,n_inference_incomplete,incomplete_rate,n_offload,offload_rate,n_urgent,urgent_rate,n_no_inference,no_inference_rate,infer_worst_ms,infer_overhead_max_ms,infer_mean_ms,infer_jitter_ms,process_max_ms,N_total,tp,fp,tn,fn,accuracy,precision,recall,f1,false_negative_rate,skipped_predictions,confusion_matrix
0,GE_Active_Power_any-to-80_100-cnn1d-v513,23755,23755.0,23755,0.0,1.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,20.048,1.041,19.491019111765944,2.2739394223736142,20.956,23754.0,41.0,76.0,17242.0,6395.0,0.7275827229098257,0.3504273504273504,0.00637041640770665,0.012513352662902488,0.9936295835922934,1.0,"[[TN=17242, FP=76], [FN=6395, TP=41]]"
