model_id,model_name,n_attempts,n_inferences,n_ok,n_fail,ok_rate,fail_rate,n_wd_late,wd_late_rate,n_wd_early,wd_early_rate,n_inference_incomplete,incomplete_rate,n_offload,offload_rate,n_urgent,urgent_rate,n_no_inference,no_inference_rate,infer_worst_ms,infer_overhead_max_ms,infer_mean_ms,infer_jitter_ms,process_max_ms,N_total,tp,fp,tn,fn,accuracy,precision,recall,f1,false_negative_rate,skipped_predictions,confusion_matrix,quality_score
0,Battery_Active_Power_any-to-80_100-dense_bow-v500,228,228.0,228,0.0,1.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,5.817,0.802,5.535157894736843,0.5599578943905557,6.561,20145.0,6.0,11586.0,403.0,6.0,0.03408049329222565,0.0005175983436853002,0.5,0.001034126163391934,0.5,8144.0,"[[TN=403, FP=11586], [FN=6, TP=6]]",0.001034126163391934
1,GE_Active_Power_any-to-80_100-cnn1d-v503,228,228.0,228,0.0,1.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,16.4,0.98,15.159688596491229,3.488277547661465,17.339,26380.0,20.0,45.0,11750.0,2393.0,0.8284065315315315,0.3076923076923077,0.008288437629506838,0.016142050040355127,0.9917115623704932,12172.0,"[[TN=11750, FP=45], [FN=2393, TP=20]]",0.016142050040355127
