model_id,model_name,n_attempts,n_inferences,n_ok,n_fail,ok_rate,fail_rate,n_wd_late,wd_late_rate,n_wd_early,wd_early_rate,n_inference_incomplete,incomplete_rate,n_offload,offload_rate,n_urgent,urgent_rate,n_no_inference,no_inference_rate,infer_worst_ms,infer_overhead_max_ms,infer_mean_ms,infer_jitter_ms,process_max_ms,N_total,tp,fp,tn,fn,accuracy,precision,recall,f1,false_negative_rate,skipped_predictions,confusion_matrix,quality_score
0,PVPCS_Active_Power_any-to-80_100-cnn1d-v512,3679,3679.0,3679,0.0,1.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,16.343,1.04,13.43710111443327,4.611835848563747,17.332,26434.0,1932.0,5577.0,7255.0,1371.0,0.5693833281685776,0.2572912504994007,0.5849227974568574,0.3573806881243063,0.4150772025431426,10299.0,"[[TN=7255, FP=5577], [FN=1371, TP=1932]]",0.3573806881243063
1,GE_Active_Power_any-to-80_100-cnn1d-v513,3679,3679.0,3678,1.0,0.9997281870073389,0.0002718129926610492,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.0002718129926610492,21.04,1.151,17.015889915737972,7.01240786916421,22.122,26380.0,62.0,89.0,12493.0,4998.0,0.7116540074821449,0.4105960264900662,0.01225296442687747,0.023795816541930533,0.9877470355731225,8738.0,"[[TN=12493, FP=89], [FN=4998, TP=62]]",0.023795816541930533
