n_tu,sys_cycle_worst_ms,sys_cycle_process_max_ms,sys_cycle_mean_ms,sys_cycle_median_ms,sys_cycle_max_ms,sys_cycle_std_ms
3678,0.897,0.897,0.7945445894507884,0.796,0.897,0.012087929923896967
