model_id,model_name,n_attempts,n_inferences,n_ok,n_fail,ok_rate,fail_rate,n_wd_late,wd_late_rate,n_wd_early,wd_early_rate,n_inference_incomplete,incomplete_rate,n_offload,offload_rate,n_urgent,urgent_rate,n_no_inference,no_inference_rate,infer_worst_ms,infer_overhead_max_ms,infer_mean_ms,infer_jitter_ms,process_max_ms,N_total,tp,fp,tn,fn,accuracy,precision,recall,f1,false_negative_rate,skipped_predictions,confusion_matrix
0,PVPCS_Active_Power_any-to-80_100-cnn1d-v512,22508,22508.0,22508,0.0,1.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,16.205,1.102,15.677457170783722,1.6982671517515582,17.144,22507.0,3096.0,7858.0,10046.0,1507.0,0.5839072288621318,0.28263647982472156,0.6726048229415599,0.39802018384007204,0.3273951770584401,1.0,"[[TN=10046, FP=7858], [FN=1507, TP=3096]]"
