model_id,model_name,n_attempts,n_inferences,n_ok,n_fail,ok_rate,fail_rate,n_wd_late,wd_late_rate,n_wd_early,wd_early_rate,n_inference_incomplete,incomplete_rate,n_offload,offload_rate,n_urgent,urgent_rate,n_no_inference,no_inference_rate,infer_worst_ms,infer_overhead_max_ms,infer_mean_ms,infer_jitter_ms,process_max_ms,N_total,tp,fp,tn,fn,accuracy,precision,recall,f1,false_negative_rate,skipped_predictions,confusion_matrix
0,Battery_Active_Power_Set_Response_any-to-80_100-cnn1d-v511,17779,17779.0,17779,0.0,1.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,18.644,1.047,17.912503515383317,2.548219294904101,19.571,17778.0,0.0,0.0,17739.0,39.0,0.9978062774215323,,0.0,,1.0,1.0,"[[TN=17739, FP=0], [FN=39, TP=0]]"
