n_tu,sys_cycle_worst_ms,sys_cycle_process_max_ms,sys_cycle_mean_ms,sys_cycle_median_ms,sys_cycle_max_ms,sys_cycle_std_ms
17779,0.889,0.889,0.7897547668597783,0.791,0.889,0.014043652833563215
