model_id,model_name,n_attempts,n_inferences,n_ok,n_fail,ok_rate,fail_rate,n_wd_late,wd_late_rate,n_wd_early,wd_early_rate,n_inference_incomplete,incomplete_rate,n_offload,offload_rate,n_urgent,urgent_rate,n_no_inference,no_inference_rate,infer_mean_ms,infer_p95_ms,infer_jitter_ms,N_total,accuracy,precision,recall,f1,false_negative_rate,skipped_predictions
0,Battery_Active_Power_Set_Response_any-to-80_100-dense_bow-v501,2208,2208,2208,0,1.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4.34207472826087,4.409,0.10702156906622687,2207,0.9981875849569551,,0.0,,1.0,1
