17749237,6,-1,17749034,1,0,0
17749351,7,-1,17749034,240528,240468,0
17749452,8,-1,17749034,0,0,0
17749522,2,0,17749,0,0,0
17749587,9,-1,17749034,0,1,0
17749657,12,-1,17749034,0,0,0
17749790,15,0,17149034,0,0,0
17749937,18,0,17149034,0,0,0
17753590,19,0,17149034,0,0,0
17754122,24,0,17149034,0,0,0
17754200,1,0,17149034,84696351,0,0
17754283,21,0,17149034,240528,240468,0
17754372,25,0,17149034,240528,240468,0
17754454,14,-1,17149034,0,0,0
17849035,4,-1,17849034,0,0,0
17849143,5,-1,17849034,240580,240468,0
17849245,6,-1,17849034,1,0,0
17849366,7,-1,17849034,240572,240468,0
17849473,8,-1,17849034,0,0,0
17849543,2,0,17849,0,0,0
17849608,9,-1,17849034,0,1,0
17849678,12,-1,17849034,0,0,0
17949035,4,-1,17949034,0,0,0
17949139,5,-1,17949034,240572,240468,0
17949225,6,-1,17949034,1,0,0
17949340,7,-1,17949034,240572,240468,0
17949441,8,-1,17949034,0,0,0
17949511,2,0,17949,0,0,0
17949576,9,-1,17949034,0,1,0
17949646,12,-1,17949034,0,0,0
18049035,4,-1,18049034,0,0,0
18049139,5,-1,18049034,240572,240468,0
18049225,6,-1,18049034,1,0,0
18049340,7,-1,18049034,240572,240468,0
18049441,8,-1,18049034,0,0,0
18049511,2,0,18049,0,0,0
18049576,9,-1,18049034,0,1,0
18049646,12,-1,18049034,0,0,0
18149035,4,-1,18149034,0,0,0
18149139,5,-1,18149034,240572,240468,0
18149233,6,-1,18149034,1,0,0
18149351,7,-1,18149034,240580,240468,0
18149450,8,-1,18149034,0,0,0
18149521,9,-1,18149034,1,0,0
18149608,11,-1,18149034,1,1,0
18149678,12,-1,18149034,0,0,0
18149769,13,-1,18149034,1,0,0
18149852,16,0,18149034,18749034,19749034,1599183
18149959,17,0,18149034,0,0,0
18150043,20,0,18149034,240528,240468,0
18249035,4,-1,18249034,0,0,0
18249139,5,-1,18249034,240528,240468,0
18249229,6,-1,18249034,1,0,0
18249349,7,-1,18249034,240528,240468,0
18249450,8,-1,18249034,0,0,0
18249520,2,0,18249,0,0,0
18249585,9,-1,18249034,0,1,0
18249655,12,-1,18249034,0,0,0
18349035,4,-1,18349034,0,0,0
18349139,5,-1,18349034,240528,240468,0
18349225,6,-1,18349034,1,0,0
18349340,7,-1,18349034,240528,240468,0
18349441,8,-1,18349034,0,0,0
18349511,2,0,18349,0,0,0
18349576,9,-1,18349034,0,1,0
18349646,12,-1,18349034,0,0,0
18449035,4,-1,18449034,0,0,0
18449139,5,-1,18449034,240528,240468,0
18449225,6,-1,18449034,1,0,0
18449339,7,-1,18449034,240528,240468,0
18449438,8,-1,18449034,0,0,0
18449509,2,0,18449,0,0,0
18449573,9,-1,18449034,0,1,0
18449643,12,-1,18449034,0,0,0
18549035,4,-1,18549034,0,0,0
18549139,5,-1,18549034,240528,240468,0
18549225,6,-1,18549034,1,0,0
18549339,7,-1,18549034,240528,240468,0
18549440,8,-1,18549034,0,0,0
18549510,2,0,18549,0,0,0
18549575,9,-1,18549034,0,1,0
18549645,12,-1,18549034,0,0,0
18649035,4,-1,18649034,0,0,0
18649139,5,-1,18649034,240528,240468,0
18649225,6,-1,18649034,1,0,0
18649340,7,-1,18649034,240528,240468,0
18649441,8,-1,18649034,0,0,0
18649511,2,0,18649,0,0,0
18649576,9,-1,18649034,0,1,0
18649646,12,-1,18649034,0,0,0
18749035,4,-1,18749034,0,0,0
18749150,5,-1,18749034,240528,240468,0
18749237,6,-1,18749034,1,0,0
18749351,7,-1,18749034,240528,240468,0
18749450,8,-1,18749034,0,0,0
18749520,2,0,18749,0,0,0
18749585,9,-1,18749034,0,1,0
18749655,12,-1,18749034,0,0,0
18749788,15,0,18149034,0,0,0
18749940,18,0,18149034,0,0,0
18753576,19,0,18149034,0,0,0
18754114,24,0,18149034,0,0,0
18754188,1,0,18149034,84696351,0,0
18754271,21,0,18149034,240528,240468,0
18754359,25,0,18149034,240528,240468,0
18754442,14,-1,18149034,0,0,0
18849035,4,-1,18849034,0,0,0
18849139,5,-1,18849034,240580,240468,0
18849241,6,-1,18849034,1,0,0
18849362,7,-1,18849034,240580,240468,0
18849469,8,-1,18849034,0,0,0
18849540,2,0,18849,0,0,0
18849604,9,-1,18849034,0,1,0
18849675,12,-1,18849034,0,0,0
18949035,4,-1,18949034,0,0,0
18949139,5,-1,18949034,240580,240468,0
18949233,6,-1,18949034,1,0,0
18949347,7,-1,18949034,240572,240468,0
18949451,8,-1,18949034,0,0,0
18949522,2,0,18949,0,0,0
18949586,9,-1,18949034,0,1,0
18949657,12,-1,18949034,0,0,0
19049035,4,-1,19049034,0,0,0
19049139,5,-1,19049034,240572,240468,0
19049225,6,-1,19049034,1,0,0
19049336,7,-1,19049034,240572,240468,0
19049441,8,-1,19049034,0,0,0
19049511,2,0,19049,0,0,0
19049575,9,-1,19049034,0,1,0
19049646,12,-1,19049034,0,0,0
19149035,4,-1,19149034,0,0,0
19149139,5,-1,19149034,240572,240468,0
19149225,6,-1,19149034,1,0,0
19149335,7,-1,19149034,240580,240468,0
19149438,8,-1,19149034,0,0,0
19149509,9,-1,19149034,1,0,0
19149596,11,-1,19149034,1,1,0
19149666,12,-1,19149034,0,0,0
19149757,13,-1,19149034,1,0,0
19149840,16,0,19149034,19749034,20749034,1599195
19149947,17,0,19149034,0,0,0
19150030,20,0,19149034,240528,240468,0
19249035,4,-1,19249034,0,0,0
19249139,5,-1,19249034,240528,240468,0
19249226,6,-1,19249034,1,0,0
19249335,7,-1,19249034,240528,240468,0
19249438,8,-1,19249034,0,0,0
19249508,2,0,19249,0,0,0
19249573,9,-1,19249034,0,1,0
19249643,12,-1,19249034,0,0,0
19349035,4,-1,19349034,0,0,0
19349139,5,-1,19349034,240528,240468,0
19349225,6,-1,19349034,1,0,0
19349335,7,-1,19349034,240528,240468,0
19349440,8,-1,19349034,0,0,0
19349510,2,0,19349,0,0,0
19349575,9,-1,19349034,0,1,0
19349645,12,-1,19349034,0,0,0
19449035,4,-1,19449034,0,0,0
19449139,5,-1,19449034,240528,240468,0
19449225,6,-1,19449034,1,0,0
19449336,7,-1,19449034,240528,240468,0
19449441,8,-1,19449034,0,0,0
19449511,2,0,19449,0,0,0
19449576,9,-1,19449034,0,1,0
19449646,12,-1,19449034,0,0,0
19549035,4,-1,19549034,0,0,0
19549139,5,-1,19549034,240528,240468,0
19549225,6,-1,19549034,1,0,0
19549337,7,-1,19549034,240528,240468,0
19549442,8,-1,19549034,0,0,0
19549512,2,0,19549,0,0,0
19549577,9,-1,19549034,0,1,0
19549647,12,-1,19549034,0,0,0
19649035,4,-1,19649034,0,0,0
19649139,5,-1,19649034,240528,240468,0
19649225,6,-1,19649034,1,0,0
19649337,7,-1,19649034,240528,240468,0
19649442,8,-1,19649034,0,0,0
19649512,2,0,19649,0,0,0
19649577,9,-1,19649034,0,1,0
19649647,12,-1,19649034,0,0,0
19749035,4,-1,19749034,0,0,0
19749150,5,-1,19749034,240528,240468,0
19749237,6,-1,19749034,1,0,0
19749347,7,-1,19749034,240528,240468,0
19749452,8,-1,19749034,0,0,0
19749522,2,0,19749,0,0,0
19749587,9,-1,19749034,0,1,0
19749657,12,-1,19749034,0,0,0
19749790,15,0,19149034,0,0,0
19749937,18,0,19149034,0,0,0
19753584,19,0,19149034,0,0,0
19754118,24,0,19149034,0,0,0
19754192,1,0,19149034,84696351,0,0
19754275,21,0,19149034,240528,240468,0
19754363,25,0,19149034,240528,240468,0
19754446,14,-1,19149034,0,0,0
19849035,4,-1,19849034,0,0,0
19849139,5,-1,19849034,240580,240468,0
19849237,6,-1,19849034,1,0,0
19849350,7,-1,19849034,240572,240468,0
19849461,8,-1,19849034,0,0,0
19849531,2,0,19849,0,0,0
19849596,9,-1,19849034,0,1,0
19849666,12,-1,19849034,0,0,0
19949035,4,-1,19949034,0,0,0
19949139,5,-1,19949034,240572,240468,0
19949225,6,-1,19949034,1,0,0
19949335,7,-1,19949034,240572,240468,0
19949440,8,-1,19949034,0,0,0
19949510,2,0,19949,0,0,0
19949574,9,-1,19949034,0,1,0
19949644,12,-1,19949034,0,0,0
20049035,4,-1,20049034,0,0,0
20049139,5,-1,20049034,240572,240468,0
20049225,6,-1,20049034,1,0,0
20049337,7,-1,20049034,240572,240468,0
20049442,8,-1,20049034,0,0,0
20049512,2,0,20049,0,0,0
20049577,9,-1,20049034,0,1,0
20049647,12,-1,20049034,0,0,0
20149035,4,-1,20149034,0,0,0
20149139,5,-1,20149034,240572,240468,0
20149221,6,-1,20149034,0,0,0
20249035,4,-1,20249034,0,0,0
20249139,5,-1,20249034,240572,240468,0
20249221,6,-1,20249034,0,0,0
20349035,4,-1,20349034,0,0,0
20349139,5,-1,20349034,240572,240468,0
20349221,6,-1,20349034,0,0,0
20449035,4,-1,20449034,0,0,0
20449139,5,-1,20449034,240572,240468,0
20449221,6,-1,20449034,0,0,0
20549035,4,-1,20549034,0,0,0
20549139,5,-1,20549034,240572,240468,0
20549221,6,-1,20549034,0,0,0
20649035,4,-1,20649034,0,0,0
20649139,5,-1,20649034,240572,240468,0
20649221,6,-1,20649034,0,0,0
20749035,4,-1,20749034,0,0,0
20749150,5,-1,20749034,240572,240468,0
20749232,6,-1,20749034,0,0,0
20849035,4,-1,20849034,0,0,0
20849147,5,-1,20849034,240572,240468,0
20849229,6,-1,20849034,0,0,0
20949035,4,-1,20949034,0,0,0
20949139,5,-1,20949034,240572,240468,0
20949221,6,-1,20949034,0,0,0
21049035,4,-1,21049034,0,0,0
21049139,5,-1,21049034,240572,240468,0
21049221,6,-1,21049034,0,0,0
21149035,4,-1,21149034,0,0,0
21149139,5,-1,21149034,240572,240468,0
21149221,6,-1,21149034,0,0,0
21249035,4,-1,21249034,0,0,0
21249139,5,-1,21249034,240572,240468,0
21249221,6,-1,21249034,0,0,0
21349035,4,-1,21349034,0,0,0
21349139,5,-1,21349034,240572,240468,0
21349221,6,-1,21349034,0,0,0
21449035,4,-1,21449034,0,0,0
21449139,5,-1,21449034,240572,240468,0
21449221,6,-1,21449034,0,0,0
21549035,4,-1,21549034,0,0,0
21549139,5,-1,21549034,240572,240468,0
21549221,6,-1,21549034,0,0,0
21649035,4,-1,21649034,0,0,0
21649139,5,-1,21649034,240572,240468,0
21649221,6,-1,21649034,0,0,0
21749035,4,-1,21749034,0,0,0
21749139,5,-1,21749034,240572,240468,0
21749221,6,-1,21749034,0,0,0
21849035,4,-1,21849034,0,0,0
21849139,5,-1,21849034,240572,240468,0
21849221,6,-1,21849034,0,0,0
21949035,4,-1,21949034,0,0,0
21949139,5,-1,21949034,240572,240468,0
21949221,6,-1,21949034,0,0,0
22049035,4,-1,22049034,0,0,0
22049139,5,-1,22049034,240572,240468,0
22049221,6,-1,22049034,0,0,0
22149035,4,-1,22149034,0,0,0
22149139,5,-1,22149034,240572,240468,0
22149221,6,-1,22149034,0,0,0
22249035,4,-1,22249034,0,0,0
22249139,5,-1,22249034,240572,240468,0
22249221,6,-1,22249034,0,0,0
22349035,4,-1,22349034,0,0,0
22349139,5,-1,22349034,240572,240468,0
22349221,6,-1,22349034,0,0,0
22449035,4,-1,22449034,0,0,0
22449139,5,-1,22449034,240572,240468,0
22449221,6,-1,22449034,0,0,0
22549035,4,-1,22549034,0,0,0
22549139,5,-1,22549034,240572,240468,0
22549221,6,-1,22549034,0,0,0
22649035,4,-1,22649034,0,0,0
22649139,5,-1,22649034,240572,240468,0
22649221,6,-1,22649034,0,0,0
22749035,4,-1,22749034,0,0,0
22749139,5,-1,22749034,240572,240468,0
22749221,6,-1,22749034,0,0,0
22849035,4,-1,22849034,0,0,0
22849139,5,-1,22849034,240572,240468,0
22849221,6,-1,22849034,0,0,0
22949035,4,-1,22949034,0,0,0
22949139,5,-1,22949034,240572,240468,0
22949221,6,-1,22949034,0,0,0
23049035,4,-1,23049034,0,0,0
23049139,5,-1,23049034,240572,240468,0
23049221,6,-1,23049034,0,0,0
23149035,4,-1,23149034,0,0,0
23149139,5,-1,23149034,240572,240468,0
23149221,6,-1,23149034,0,0,0
23249035,4,-1,23249034,0,0,0
23249139,5,-1,23249034,240572,240468,0
23249221,6,-1,23249034,0,0,0
23349035,4,-1,23349034,0,0,0
23349139,5,-1,23349034,240572,240468,0
23349221,6,-1,23349034,0,0,0
23449035,4,-1,23449034,0,0,0
23449139,5,-1,23449034,240572,240468,0
23449221,6,-1,23449034,0,0,0
23549035,4,-1,23549034,0,0,0
23549139,5,-1,23549034,240572,240468,0
23549221,6,-1,23549034,0,0,0
23649035,4,-1,23649034,0,0,0
23649139,5,-1,23649034,240572,240468,0
23649221,6,-1,23649034,0,0,0
23749035,4,-1,23749034,0,0,0
23749139,5,-1,23749034,240572,240468,0
23749221,6,-1,23749034,0,0,0
23849035,4,-1,23849034,0,0,0
23849139,5,-1,23849034,240572,240468,0
23849221,6,-1,23849034,0,0,0
23949035,4,-1,23949034,0,0,0
23949139,5,-1,23949034,240572,240468,0
23949221,6,-1,23949034,0,0,0
24049035,4,-1,24049034,0,0,0
24049140,5,-1,24049034,240572,240468,0
24049222,6,-1,24049034,0,0,0
24149035,4,-1,24149034,0,0,0
24149139,5,-1,24149034,240572,240468,0
24149221,6,-1,24149034,0,0,0
24249035,4,-1,24249034,0,0,0
24249139,5,-1,24249034,240572,240468,0
24249221,6,-1,24249034,0,0,0
24349035,4,-1,24349034,0,0,0
24349139,5,-1,24349034,240572,240468,0
24349221,6,-1,24349034,0,0,0
24449035,4,-1,24449034,0,0,0
24449139,5,-1,24449034,240572,240468,0
24449221,6,-1,24449034,0,0,0
24549035,4,-1,24549034,0,0,0
24549139,5,-1,24549034,240572,240468,0
24549221,6,-1,24549034,0,0,0
24649035,4,-1,24649034,0,0,0
24649139,5,-1,24649034,240572,240468,0
24649221,6,-1,24649034,0,0,0
24749035,4,-1,24749034,0,0,0
24749139,5,-1,24749034,240572,240468,0
24749221,6,-1,24749034,0,0,0
24849035,4,-1,24849034,0,0,0
24849139,5,-1,24849034,240572,240468,0
24849221,6,-1,24849034,0,0,0
24949035,4,-1,24949034,0,0,0
24949139,5,-1,24949034,240572,240468,0
24949221,6,-1,24949034,0,0,0
25049035,4,-1,25049034,0,0,0
25049139,5,-1,25049034,240572,240468,0
25049221,6,-1,25049034,0,0,0
25149035,4,-1,25149034,0,0,0
25149139,5,-1,25149034,240572,240468,0
25149221,6,-1,25149034,0,0,0
25249035,4,-1,25249034,0,0,0
25249139,5,-1,25249034,240572,240468,0
25249221,6,-1,25249034,0,0,0
25349035,4,-1,25349034,0,0,0
25349139,5,-1,25349034,240572,240468,0
25349221,6,-1,25349034,0,0,0
25449035,4,-1,25449034,0,0,0
25449139,5,-1,25449034,240572,240468,0
25449221,6,-1,25449034,0,0,0
25549035,4,-1,25549034,0,0,0
25549139,5,-1,25549034,240572,240468,0
25549221,6,-1,25549034,0,0,0
25649035,4,-1,25649034,0,0,0
25649139,5,-1,25649034,240572,240468,0
25649221,6,-1,25649034,0,0,0
25749035,4,-1,25749034,0,0,0
25749139,5,-1,25749034,240572,240468,0
25749221,6,-1,25749034,0,0,0
25849035,4,-1,25849034,0,0,0
25849139,5,-1,25849034,240572,240468,0
25849221,6,-1,25849034,0,0,0
25949035,4,-1,25949034,0,0,0
25949139,5,-1,25949034,240572,240468,0
25949221,6,-1,25949034,0,0,0
26049035,4,-1,26049034,0,0,0
26049139,5,-1,26049034,240572,240468,0
26049221,6,-1,26049034,0,0,0
26149035,4,-1,26149034,0,0,0
26149139,5,-1,26149034,240572,240468,0
26149221,6,-1,26149034,0,0,0
26249035,4,-1,26249034,0,0,0
26249139,5,-1,26249034,240572,240468,0
26249221,6,-1,26249034,0,0,0
26349035,4,-1,26349034,0,0,0
26349139,5,-1,26349034,240572,240468,0
26349221,6,-1,26349034,0,0,0
26449035,4,-1,26449034,0,0,0
26449139,5,-1,26449034,240572,240468,0
26449221,6,-1,26449034,0,0,0
26549035,4,-1,26549034,0,0,0
26549139,5,-1,26549034,240572,240468,0
26549221,6,-1,26549034,0,0,0
26649035,4,-1,26649034,0,0,0
26649139,5,-1,26649034,240572,240468,0
26649221,6,-1,26649034,0,0,0
26749035,4,-1,26749034,0,0,0
26749139,5,-1,26749034,240572,240468,0
26749221,6,-1,26749034,0,0,0
26849035,4,-1,26849034,0,0,0
26849139,5,-1,26849034,240572,240468,0
26849221,6,-1,26849034,0,0,0
26949035,4,-1,26949034,0,0,0
26949139,5,-1,26949034,240572,240468,0
26949221,6,-1,26949034,0,0,0
27049035,4,-1,27049034,0,0,0
27049139,5,-1,27049034,240572,240468,0
27049221,6,-1,27049034,0,0,0
27149035,4,-1,27149034,0,0,0
27149139,5,-1,27149034,240572,240468,0
27149221,6,-1,27149034,0,0,0
27249035,4,-1,27249034,0,0,0
27249139,5,-1,27249034,240572,240468,0
27249221,6,-1,27249034,0,0,0
27349035,4,-1,27349034,0,0,0
27349139,5,-1,27349034,240572,240468,0
27349221,6,-1,27349034,0,0,0
27449035,4,-1,27449034,0,0,0
27449139,5,-1,27449034,240572,240468,0
27449221,6,-1,27449034,0,0,0
27549035,4,-1,27549034,0,0,0
27549139,5,-1,27549034,240572,240468,0
27549221,6,-1,27549034,0,0,0
27649035,4,-1,27649034,0,0,0
27649139,5,-1,27649034,240572,240468,0
27649221,6,-1,27649034,0,0,0
27749035,4,-1,27749034,0,0,0
27749139,5,-1,27749034,240572,240468,0
27749221,6,-1,27749034,0,0,0
27849035,4,-1,27849034,0,0,0
27849139,5,-1,27849034,240572,240468,0
27849221,6,-1,27849034,0,0,0
27949035,4,-1,27949034,0,0,0
27949139,5,-1,27949034,240572,240468,0
27949221,6,-1,27949034,0,0,0
28049035,4,-1,28049034,0,0,0
28049139,5,-1,28049034,240572,240468,0
28049221,6,-1,28049034,0,0,0
28149035,4,-1,28149034,0,0,0
28149139,5,-1,28149034,240572,240468,0
28149221,6,-1,28149034,0,0,0
28249035,4,-1,28249034,0,0,0
28249139,5,-1,28249034,240572,240468,0
28249221,6,-1,28249034,0,0,0
28349035,4,-1,28349034,0,0,0
28349139,5,-1,28349034,240572,240468,0
28349221,6,-1,28349034,0,0,0
28449035,4,-1,28449034,0,0,0
28449139,5,-1,28449034,240572,240468,0
28449221,6,-1,28449034,0,0,0
28549035,4,-1,28549034,0,0,0
28549139,5,-1,28549034,240572,240468,0
28549221,6,-1,28549034,0,0,0
28649035,4,-1,28649034,0,0,0
28649139,5,-1,28649034,240572,240468,0
28649221,6,-1,28649034,0,0,0
28749035,4,-1,28749034,0,0,0
28749139,5,-1,28749034,240572,240468,0
28749221,6,-1,28749034,0,0,0
28849035,4,-1,28849034,0,0,0
28849139,5,-1,28849034,240572,240468,0
28849221,6,-1,28849034,0,0,0
28949035,4,-1,28949034,0,0,0
28949139,5,-1,28949034,240572,240468,0
28949221,6,-1,28949034,0,0,0
29049035,4,-1,29049034,0,0,0
29049139,5,-1,29049034,240572,240468,0
29049221,6,-1,29049034,0,0,0
29149035,4,-1,29149034,0,0,0
29149139,5,-1,29149034,240572,240468,0
29149221,6,-1,29149034,0,0,0
29249035,4,-1,29249034,0,0,0
29249139,5,-1,29249034,240572,240468,0
29249221,6,-1,29249034,0,0,0
29349035,4,-1,29349034,0,0,0
29349139,5,-1,29349034,240572,240468,0
29349221,6,-1,29349034,0,0,0
29449035,4,-1,29449034,0,0,0
29449139,5,-1,29449034,240572,240468,0
29449221,6,-1,29449034,0,0,0
29549035,4,-1,29549034,0,0,0
29549139,5,-1,29549034,240572,240468,0
29549221,6,-1,29549034,0,0,0
29649035,4,-1,29649034,0,0,0
29649139,5,-1,29649034,240572,240468,0
29649221,6,-1,29649034,0,0,0
29749035,4,-1,29749034,0,0,0
29749139,5,-1,29749034,240572,240468,0
29749221,6,-1,29749034,0,0,0
29849035,4,-1,29849034,0,0,0
29849139,5,-1,29849034,240572,240468,0
29849221,6,-1,29849034,0,0,0
29949035,4,-1,29949034,0,0,0
29949139,5,-1,29949034,240572,240468,0
29949221,6,-1,29949034,0,0,0
30049035,4,-1,30049034,0,0,0
30049139,5,-1,30049034,240572,240468,0
30049221,6,-1,30049034,0,0,0
30149035,4,-1,30149034,0,0,0
30149139,5,-1,30149034,240572,240468,0
30149221,6,-1,30149034,0,0,0
30249035,4,-1,30249034,0,0,0
30249139,5,-1,30249034,240572,240468,0
30249221,6,-1,30249034,0,0,0
30349035,4,-1,30349034,0,0,0
30349139,5,-1,30349034,240572,240468,0
30349221,6,-1,30349034,0,0,0
30449035,4,-1,30449034,0,0,0
30449139,5,-1,30449034,240572,240468,0
30449221,6,-1,30449034,0,0,0
30549035,4,-1,30549034,0,0,0
30549140,5,-1,30549034,240572,240468,0
30549222,6,-1,30549034,0,0,0
30649035,4,-1,30649034,0,0,0
30649139,5,-1,30649034,240572,240468,0
30649221,6,-1,30649034,0,0,0
30749035,4,-1,30749034,0,0,0
30749139,5,-1,30749034,240572,240468,0
30749221,6,-1,30749034,0,0,0
30849035,4,-1,30849034,0,0,0
30849139,5,-1,30849034,240572,240468,0
30849221,6,-1,30849034,0,0,0
30949035,4,-1,30949034,0,0,0
30949139,5,-1,30949034,240572,240468,0
30949221,6,-1,30949034,0,0,0
31049035,4,-1,31049034,0,0,0
31049139,5,-1,31049034,240572,240468,0
31049221,6,-1,31049034,0,0,0
31149035,4,-1,31149034,0,0,0
31149139,5,-1,31149034,240572,240468,0
31149221,6,-1,31149034,0,0,0
31249035,4,-1,31249034,0,0,0
31249139,5,-1,31249034,240572,240468,0
31249221,6,-1,31249034,0,0,0
31349035,4,-1,31349034,0,0,0
31349139,5,-1,31349034,240572,240468,0
31349221,6,-1,31349034,0,0,0
31449035,4,-1,31449034,0,0,0
31449139,5,-1,31449034,240572,240468,0
31449221,6,-1,31449034,0,0,0
31549035,4,-1,31549034,0,0,0
31549139,5,-1,31549034,240572,240468,0
31549221,6,-1,31549034,0,0,0
31649035,4,-1,31649034,0,0,0
31649139,5,-1,31649034,240572,240468,0
31649221,6,-1,31649034,0,0,0
31749035,4,-1,31749034,0,0,0
31749139,5,-1,31749034,240572,240468,0
31749221,6,-1,31749034,0,0,0
31849035,4,-1,31849034,0,0,0
31849139,5,-1,31849034,240572,240468,0
31849221,6,-1,31849034,0,0,0
31949035,4,-1,31949034,0,0,0
31949139,5,-1,31949034,240572,240468,0
31949221,6,-1,31949034,0,0,0
32049035,4,-1,32049034,0,0,0
32049139,5,-1,32049034,240572,240468,0
32049221,6,-1,32049034,0,0,0
32149035,4,-1,32149034,0,0,0
32149139,5,-1,32149034,240572,240468,0
32149221,6,-1,32149034,0,0,0
32249035,4,-1,32249034,0,0,0
32249139,5,-1,32249034,240572,240468,0
32249221,6,-1,32249034,0,0,0
32349035,4,-1,32349034,0,0,0
32349139,5,-1,32349034,240572,240468,0
32349221,6,-1,32349034,0,0,0
32449035,4,-1,32449034,0,0,0
32449139,5,-1,32449034,240572,240468,0
32449221,6,-1,32449034,0,0,0
32549035,4,-1,32549034,0,0,0
32549139,5,-1,32549034,240572,240468,0
32549221,6,-1,32549034,0,0,0
32649035,4,-1,32649034,0,0,0
32649139,5,-1,32649034,240572,240468,0
32649221,6,-1,32649034,0,0,0
32749035,4,-1,32749034,0,0,0
32749139,5,-1,32749034,240572,240468,0
32749221,6,-1,32749034,0,0,0
32849035,4,-1,32849034,0,0,0
32849139,5,-1,32849034,240572,240468,0
32849221,6,-1,32849034,0,0,0
32949035,4,-1,32949034,0,0,0
32949139,5,-1,32949034,240572,240468,0
32949221,6,-1,32949034,0,0,0
33049035,4,-1,33049034,0,0,0
33049139,5,-1,33049034,240572,240468,0
33049221,6,-1,33049034,0,0,0
33149035,4,-1,33149034,0,0,0
33149139,5,-1,33149034,240572,240468,0
33149221,6,-1,33149034,0,0,0
33249035,4,-1,33249034,0,0,0
33249139,5,-1,33249034,240572,240468,0
33249221,6,-1,33249034,0,0,0
33349035,4,-1,33349034,0,0,0
33349139,5,-1,33349034,240572,240468,0
33349221,6,-1,33349034,0,0,0
33449035,4,-1,33449034,0,0,0
33449139,5,-1,33449034,240572,240468,0
33449221,6,-1,33449034,0,0,0
33549035,4,-1,33549034,0,0,0
33549139,5,-1,33549034,240572,240468,0
33549221,6,-1,33549034,0,0,0
33649035,4,-1,33649034,0,0,0
33649139,5,-1,33649034,240572,240468,0
33649221,6,-1,33649034,0,0,0
33749035,4,-1,33749034,0,0,0
33749139,5,-1,33749034,240572,240468,0
33749221,6,-1,33749034,0,0,0
33849035,4,-1,33849034,0,0,0
33849139,5,-1,33849034,240572,240468,0
33849221,6,-1,33849034,0,0,0
33949035,4,-1,33949034,0,0,0
33949139,5,-1,33949034,240572,240468,0
33949221,6,-1,33949034,0,0,0
34049035,4,-1,34049034,0,0,0
34049139,5,-1,34049034,240572,240468,0
34049221,6,-1,34049034,0,0,0
34149035,4,-1,34149034,0,0,0
34149139,5,-1,34149034,240572,240468,0
34149221,6,-1,34149034,0,0,0
34249035,4,-1,34249034,0,0,0
34249139,5,-1,34249034,240572,240468,0
34249221,6,-1,34249034,0,0,0
34349035,4,-1,34349034,0,0,0
34349139,5,-1,34349034,240572,240468,0
34349221,6,-1,34349034,0,0,0
34449035,4,-1,34449034,0,0,0
34449139,5,-1,34449034,240572,240468,0
34449221,6,-1,34449034,0,0,0
34549035,4,-1,34549034,0,0,0
34549139,5,-1,34549034,240572,240468,0
34549221,6,-1,34549034,0,0,0
34649035,4,-1,34649034,0,0,0
34649139,5,-1,34649034,240572,240468,0
34649221,6,-1,34649034,0,0,0
34749035,4,-1,34749034,0,0,0
34749139,5,-1,34749034,240572,240468,0
34749221,6,-1,34749034,0,0,0
34849035,4,-1,34849034,0,0,0
34849139,5,-1,34849034,240572,240468,0
34849221,6,-1,34849034,0,0,0
34949035,4,-1,34949034,0,0,0
34949139,5,-1,34949034,240572,240468,0
34949221,6,-1,34949034,0,0,0
35049035,4,-1,35049034,0,0,0
35049139,5,-1,35049034,240572,240468,0
35049221,6,-1,35049034,0,0,0
35149035,4,-1,35149034,0,0,0
35149139,5,-1,35149034,240572,240468,0
35149221,6,-1,35149034,0,0,0
35249035,4,-1,35249034,0,0,0
35249139,5,-1,35249034,240572,240468,0
35249221,6,-1,35249034,0,0,0
35349035,4,-1,35349034,0,0,0
35349139,5,-1,35349034,240572,240468,0
35349221,6,-1,35349034,0,0,0
35449035,4,-1,35449034,0,0,0
35449139,5,-1,35449034,240572,240468,0
35449221,6,-1,35449034,0,0,0
35549035,4,-1,35549034,0,0,0
35549139,5,-1,35549034,240572,240468,0
35549221,6,-1,35549034,0,0,0
35649035,4,-1,35649034,0,0,0
35649139,5,-1,35649034,240572,240468,0
35649221,6,-1,35649034,0,0,0
35749035,4,-1,35749034,0,0,0
35749139,5,-1,35749034,240572,240468,0
35749221,6,-1,35749034,0,0,0
35849035,4,-1,35849034,0,0,0
35849139,5,-1,35849034,240572,240468,0
35849221,6,-1,35849034,0,0,0
35949035,4,-1,35949034,0,0,0
35949139,5,-1,35949034,240572,240468,0
35949221,6,-1,35949034,0,0,0
36049035,4,-1,36049034,0,0,0
36049139,5,-1,36049034,240572,240468,0
36049221,6,-1,36049034,0,0,0
36149035,4,-1,36149034,0,0,0
36149139,5,-1,36149034,240572,240468,0
36149221,6,-1,36149034,0,0,0
36249035,4,-1,36249034,0,0,0
36249139,5,-1,36249034,240572,240468,0
36249221,6,-1,36249034,0,0,0
36349035,4,-1,36349034,0,0,0
36349139,5,-1,36349034,240572,240468,0
36349221,6,-1,36349034,0,0,0
36449035,4,-1,36449034,0,0,0
36449139,5,-1,36449034,240572,240468,0
36449221,6,-1,36449034,0,0,0
36549035,4,-1,36549034,0,0,0
36549139,5,-1,36549034,240572,240468,0
