9754248,21,0,9149034,240512,240468,0
9754334,25,0,9149034,240512,240468,0
9754415,14,-1,9149034,0,0,0
9849035,4,-1,9849034,0,0,0
9849136,5,-1,9849034,240572,240468,0
9849228,6,-1,9849034,1,0,0
9849336,7,-1,9849034,240572,240468,0
9849442,8,-1,9849034,0,0,0
9849510,2,0,9849,0,0,0
9849573,9,-1,9849034,0,1,0
9849640,12,-1,9849034,0,0,0
9949035,4,-1,9949034,0,0,0
9949136,5,-1,9949034,240572,240468,0
9949216,6,-1,9949034,1,0,0
9949320,7,-1,9949034,240572,240468,0
9949416,8,-1,9949034,0,0,0
9949484,2,0,9949,0,0,0
9949546,9,-1,9949034,0,1,0
9949614,12,-1,9949034,0,0,0
10049035,4,-1,10049034,0,0,0
10049139,5,-1,10049034,240572,240468,0
10049221,6,-1,10049034,1,0,0
10049327,7,-1,10049034,240572,240468,0
10049426,8,-1,10049034,0,0,0
10049497,2,0,10049,0,0,0
10049561,9,-1,10049034,0,1,0
10049632,12,-1,10049034,0,0,0
10149035,4,-1,10149034,0,0,0
10149139,5,-1,10149034,240572,240468,0
10149233,6,-1,10149034,1,0,0
10149339,7,-1,10149034,240580,240468,0
10149439,8,-1,10149034,0,0,0
10149509,9,-1,10149034,1,0,0
10149596,11,-1,10149034,1,1,0
10149667,12,-1,10149034,0,0,0
10149753,13,-1,10149034,1,0,0
10149836,16,0,10149034,10749034,11749034,1599199
10149943,17,0,10149034,0,0,0
10150019,20,0,10149034,240528,240468,0
10249035,4,-1,10249034,0,0,0
10249139,5,-1,10249034,240528,240468,0
10249221,6,-1,10249034,1,0,0
10249329,7,-1,10249034,240528,240468,0
10249428,8,-1,10249034,0,0,0
10249498,2,0,10249,0,0,0
10249563,9,-1,10249034,0,1,0
10249633,12,-1,10249034,0,0,0
10349035,4,-1,10349034,0,0,0
10349139,5,-1,10349034,240528,240468,0
10349221,6,-1,10349034,1,0,0
10349328,7,-1,10349034,240528,240468,0
10349427,8,-1,10349034,0,0,0
10349497,2,0,10349,0,0,0
10349562,9,-1,10349034,0,1,0
10349632,12,-1,10349034,0,0,0
10449035,4,-1,10449034,0,0,0
10449139,5,-1,10449034,240528,240468,0
10449221,6,-1,10449034,1,0,0
10449328,7,-1,10449034,240528,240468,0
10449427,8,-1,10449034,0,0,0
10449497,2,0,10449,0,0,0
10449562,9,-1,10449034,0,1,0
10449632,12,-1,10449034,0,0,0
10549035,4,-1,10549034,0,0,0
10549139,5,-1,10549034,240528,240468,0
10549221,6,-1,10549034,1,0,0
10549329,7,-1,10549034,240528,240468,0
10549428,8,-1,10549034,0,0,0
10549498,2,0,10549,0,0,0
10549563,9,-1,10549034,0,1,0
10549633,12,-1,10549034,0,0,0
10649035,4,-1,10649034,0,0,0
10649139,5,-1,10649034,240528,240468,0
10649221,6,-1,10649034,1,0,0
10649328,7,-1,10649034,240528,240468,0
10649429,8,-1,10649034,0,0,0
10649499,2,0,10649,0,0,0
10649564,9,-1,10649034,0,1,0
10649634,12,-1,10649034,0,0,0
10749035,4,-1,10749034,0,0,0
10749150,5,-1,10749034,240528,240468,0
10749233,6,-1,10749034,1,0,0
10749339,7,-1,10749034,240536,240468,0
10749438,8,-1,10749034,0,0,0
10749508,2,0,10749,0,0,0
10749573,9,-1,10749034,0,1,0
10749643,12,-1,10749034,0,0,0
10749763,15,0,10149034,0,0,0
10749915,18,0,10149034,0,0,0
10753549,19,0,10149034,0,0,0
10754119,24,0,10149034,0,0,0
10754193,1,0,10149034,84696351,0,0
10754277,21,0,10149034,240536,240468,0
10754365,25,0,10149034,240536,240468,0
10754448,14,-1,10149034,0,0,0
10849035,4,-1,10849034,0,0,0
10849139,5,-1,10849034,240588,240468,0
10849233,6,-1,10849034,1,0,0
10849342,7,-1,10849034,240580,240468,0
10849449,8,-1,10849034,0,0,0
10849519,2,0,10849,0,0,0
10849584,9,-1,10849034,0,1,0
10849654,12,-1,10849034,0,0,0
10949035,4,-1,10949034,0,0,0
10949139,5,-1,10949034,240580,240468,0
10949233,6,-1,10949034,1,0,0
10949342,7,-1,10949034,240580,240468,0
10949442,8,-1,10949034,0,0,0
10949512,2,0,10949,0,0,0
10949577,9,-1,10949034,0,1,0
10949647,12,-1,10949034,0,0,0
11049035,4,-1,11049034,0,0,0
11049139,5,-1,11049034,240580,240468,0
11049221,6,-1,11049034,1,0,0
11049327,7,-1,11049034,240572,240468,0
11049428,8,-1,11049034,0,0,0
11049498,2,0,11049,0,0,0
11049563,9,-1,11049034,0,1,0
11049633,12,-1,11049034,0,0,0
11149035,4,-1,11149034,0,0,0
11149139,5,-1,11149034,240572,240468,0
11149221,6,-1,11149034,1,0,0
11149328,7,-1,11149034,240572,240468,0
11149429,8,-1,11149034,0,0,0
11149499,9,-1,11149034,1,0,0
11149589,11,-1,11149034,1,1,0
11149660,12,-1,11149034,0,0,0
11149746,13,-1,11149034,1,0,0
11149831,16,0,11149034,11749034,12749034,1599204
11149938,17,0,11149034,0,0,0
11150013,20,0,11149034,240512,240468,0
11249035,4,-1,11249034,0,0,0
11249139,5,-1,11249034,240512,240468,0
11249225,6,-1,11249034,1,0,0
11249336,7,-1,11249034,240512,240468,0
11249437,8,-1,11249034,0,0,0
11249507,2,0,11249,0,0,0
11249572,9,-1,11249034,0,1,0
11249642,12,-1,11249034,0,0,0
11349035,4,-1,11349034,0,0,0
11349139,5,-1,11349034,240512,240468,0
11349221,6,-1,11349034,1,0,0
11349327,7,-1,11349034,240512,240468,0
11349427,8,-1,11349034,0,0,0
11349497,2,0,11349,0,0,0
11349561,9,-1,11349034,0,1,0
11349631,12,-1,11349034,0,0,0
11449035,4,-1,11449034,0,0,0
11449139,5,-1,11449034,240512,240468,0
11449221,6,-1,11449034,1,0,0
11449326,7,-1,11449034,240512,240468,0
11449425,8,-1,11449034,0,0,0
11449496,2,0,11449,0,0,0
11449560,9,-1,11449034,0,1,0
11449631,12,-1,11449034,0,0,0
11549035,4,-1,11549034,0,0,0
11549139,5,-1,11549034,240512,240468,0
11549221,6,-1,11549034,1,0,0
11549327,7,-1,11549034,240512,240468,0
11549428,8,-1,11549034,0,0,0
11549498,2,0,11549,0,0,0
11549563,9,-1,11549034,0,1,0
11549633,12,-1,11549034,0,0,0
11649035,4,-1,11649034,0,0,0
11649139,5,-1,11649034,240512,240468,0
11649221,6,-1,11649034,1,0,0
11649328,7,-1,11649034,240512,240468,0
11649429,8,-1,11649034,0,0,0
11649499,2,0,11649,0,0,0
11649564,9,-1,11649034,0,1,0
11649634,12,-1,11649034,0,0,0
11749035,4,-1,11749034,0,0,0
11749150,5,-1,11749034,240512,240468,0
11749245,6,-1,11749034,1,0,0
11749355,7,-1,11749034,240512,240468,0
11749456,8,-1,11749034,0,0,0
11749526,2,0,11749,0,0,0
11749591,9,-1,11749034,0,1,0
11749661,12,-1,11749034,0,0,0
11749791,15,0,11149034,0,0,0
11749939,18,0,11149034,0,0,0
11753590,19,0,11149034,0,0,0
11754121,24,0,11149034,0,0,0
11754195,1,0,11149034,84696351,0,0
11754279,21,0,11149034,240512,240468,0
11754367,25,0,11149034,240512,240468,0
11754450,14,-1,11149034,0,0,0
11849035,4,-1,11849034,0,0,0
11849139,5,-1,11849034,240572,240468,0
11849233,6,-1,11849034,1,0,0
11849344,7,-1,11849034,240572,240468,0
11849453,8,-1,11849034,0,0,0
11849523,2,0,11849,0,0,0
11849588,9,-1,11849034,0,1,0
11849658,12,-1,11849034,0,0,0
11949035,4,-1,11949034,0,0,0
11949139,5,-1,11949034,240572,240468,0
11949221,6,-1,11949034,1,0,0
11949327,7,-1,11949034,240572,240468,0
11949426,8,-1,11949034,0,0,0
11949497,2,0,11949,0,0,0
11949561,9,-1,11949034,0,1,0
11949632,12,-1,11949034,0,0,0
12049035,4,-1,12049034,0,0,0
12049139,5,-1,12049034,240572,240468,0
12049221,6,-1,12049034,1,0,0
12049327,7,-1,12049034,240572,240468,0
12049428,8,-1,12049034,0,0,0
12049498,2,0,12049,0,0,0
12049563,9,-1,12049034,0,1,0
12049633,12,-1,12049034,0,0,0
12149035,4,-1,12149034,0,0,0
12149139,5,-1,12149034,240572,240468,0
12149221,6,-1,12149034,1,0,0
12149327,7,-1,12149034,240580,240468,0
12149426,8,-1,12149034,0,0,0
12149497,9,-1,12149034,1,0,0
12149591,11,-1,12149034,1,1,0
12149662,12,-1,12149034,0,0,0
12149748,13,-1,12149034,1,0,0
12149831,16,0,12149034,12749034,13749034,1599204
12149939,17,0,12149034,0,0,0
12150014,20,0,12149034,240528,240468,0
12249035,4,-1,12249034,0,0,0
12249139,5,-1,12249034,240528,240468,0
12249225,6,-1,12249034,1,0,0
12249336,7,-1,12249034,240528,240468,0
12249435,8,-1,12249034,0,0,0
12249506,2,0,12249,0,0,0
12249570,9,-1,12249034,0,1,0
12249640,12,-1,12249034,0,0,0
12349035,4,-1,12349034,0,0,0
12349139,5,-1,12349034,240528,240468,0
12349221,6,-1,12349034,1,0,0
12349326,7,-1,12349034,240536,240468,0
12349425,8,-1,12349034,0,0,0
12349495,2,0,12349,0,0,0
12349560,9,-1,12349034,0,1,0
12349630,12,-1,12349034,0,0,0
12449035,4,-1,12449034,0,0,0
12449139,5,-1,12449034,240536,240468,0
12449221,6,-1,12449034,1,0,0
12449327,7,-1,12449034,240528,240468,0
12449426,8,-1,12449034,0,0,0
12449496,2,0,12449,0,0,0
12449561,9,-1,12449034,0,1,0
12449631,12,-1,12449034,0,0,0
12549035,4,-1,12549034,0,0,0
12549139,5,-1,12549034,240528,240468,0
12549233,6,-1,12549034,1,0,0
12549341,7,-1,12549034,240528,240468,0
12549442,8,-1,12549034,0,0,0
12549512,2,0,12549,0,0,0
12549577,9,-1,12549034,0,1,0
12549647,12,-1,12549034,0,0,0
12649035,4,-1,12649034,0,0,0
12649139,5,-1,12649034,240528,240468,0
12649221,6,-1,12649034,1,0,0
12649328,7,-1,12649034,240528,240468,0
12649429,8,-1,12649034,0,0,0
12649499,2,0,12649,0,0,0
12649564,9,-1,12649034,0,1,0
12649634,12,-1,12649034,0,0,0
12749035,4,-1,12749034,0,0,0
12749150,5,-1,12749034,240528,240468,0
12749233,6,-1,12749034,1,0,0
12749339,7,-1,12749034,240528,240468,0
12749438,8,-1,12749034,0,0,0
12749508,2,0,12749,0,0,0
12749573,9,-1,12749034,0,1,0
12749643,12,-1,12749034,0,0,0
12749763,15,0,12149034,0,0,0
12749915,18,0,12149034,0,0,0
12753549,19,0,12149034,0,0,0
12754119,24,0,12149034,0,0,0
12754193,1,0,12149034,84696351,0,0
12754277,21,0,12149034,240528,240468,0
12754365,25,0,12149034,240528,240468,0
12754448,14,-1,12149034,0,0,0
12849035,4,-1,12849034,0,0,0
12849139,5,-1,12849034,240580,240468,0
12849233,6,-1,12849034,1,0,0
12849342,7,-1,12849034,240572,240468,0
12849449,8,-1,12849034,0,0,0
12849519,2,0,12849,0,0,0
12849584,9,-1,12849034,0,1,0
12849654,12,-1,12849034,0,0,0
12949035,4,-1,12949034,0,0,0
12949139,5,-1,12949034,240572,240468,0
12949221,6,-1,12949034,1,0,0
12949327,7,-1,12949034,240572,240468,0
12949428,8,-1,12949034,0,0,0
12949498,2,0,12949,0,0,0
12949563,9,-1,12949034,0,1,0
12949633,12,-1,12949034,0,0,0
13049035,4,-1,13049034,0,0,0
13049139,5,-1,13049034,240572,240468,0
13049221,6,-1,13049034,1,0,0
13049328,7,-1,13049034,240572,240468,0
13049429,8,-1,13049034,0,0,0
13049499,2,0,13049,0,0,0
13049564,9,-1,13049034,0,1,0
13049634,12,-1,13049034,0,0,0
13149035,4,-1,13149034,0,0,0
13149139,5,-1,13149034,240572,240468,0
13149221,6,-1,13149034,1,0,0
13149328,7,-1,13149034,240572,240468,0
13149429,8,-1,13149034,0,0,0
13149499,9,-1,13149034,1,0,0
13149590,11,-1,13149034,1,1,0
13149660,12,-1,13149034,0,0,0
13149747,13,-1,13149034,1,0,0
13149831,16,0,13149034,13749034,14749034,1599204
13149938,17,0,13149034,0,0,0
13150013,20,0,13149034,240512,240468,0
13249035,4,-1,13249034,0,0,0
13249139,5,-1,13249034,240512,240468,0
13249221,6,-1,13249034,1,0,0
13249328,7,-1,13249034,240512,240468,0
13249429,8,-1,13249034,0,0,0
13249499,2,0,13249,0,0,0
13249564,9,-1,13249034,0,1,0
13249634,12,-1,13249034,0,0,0
13349035,4,-1,13349034,0,0,0
13349139,5,-1,13349034,240512,240468,0
13349233,6,-1,13349034,1,0,0
13349339,7,-1,13349034,240512,240468,0
13349438,8,-1,13349034,0,0,0
13349509,2,0,13349,0,0,0
13349573,9,-1,13349034,0,1,0
13349643,12,-1,13349034,0,0,0
13449035,4,-1,13449034,0,0,0
13449139,5,-1,13449034,240512,240468,0
13449221,6,-1,13449034,1,0,0
13449327,7,-1,13449034,240512,240468,0
13449428,8,-1,13449034,0,0,0
13449498,2,0,13449,0,0,0
13449563,9,-1,13449034,0,1,0
13449633,12,-1,13449034,0,0,0
13549035,4,-1,13549034,0,0,0
13549139,5,-1,13549034,240512,240468,0
13549221,6,-1,13549034,1,0,0
13549328,7,-1,13549034,240512,240468,0
13549429,8,-1,13549034,0,0,0
13549499,2,0,13549,0,0,0
13549563,9,-1,13549034,0,1,0
13549633,12,-1,13549034,0,0,0
13649035,4,-1,13649034,0,0,0
13649139,5,-1,13649034,240512,240468,0
13649221,6,-1,13649034,1,0,0
13649327,7,-1,13649034,240512,240468,0
13649427,8,-1,13649034,0,0,0
13649497,2,0,13649,0,0,0
13649561,9,-1,13649034,0,1,0
13649632,12,-1,13649034,0,0,0
13749035,4,-1,13749034,0,0,0
13749150,5,-1,13749034,240512,240468,0
13749233,6,-1,13749034,1,0,0
13749338,7,-1,13749034,240520,240468,0
13749437,8,-1,13749034,0,0,0
13749507,2,0,13749,0,0,0
13749572,9,-1,13749034,0,1,0
13749642,12,-1,13749034,0,0,0
13749762,15,0,13149034,0,0,0
13749910,18,0,13149034,0,0,0
13753558,19,0,13149034,0,0,0
13754127,24,0,13149034,0,0,0
13754202,1,0,13149034,84696351,0,0
13754285,21,0,13149034,240520,240468,0
13754374,25,0,13149034,240520,240468,0
13754457,14,-1,13149034,0,0,0
13849035,4,-1,13849034,0,0,0
13849139,5,-1,13849034,240580,240468,0
13849233,6,-1,13849034,1,0,0
13849343,7,-1,13849034,240572,240468,0
13849452,8,-1,13849034,0,0,0
13849522,2,0,13849,0,0,0
13849587,9,-1,13849034,0,1,0
13849657,12,-1,13849034,0,0,0
13949035,4,-1,13949034,0,0,0
13949139,5,-1,13949034,240572,240468,0
13949221,6,-1,13949034,1,0,0
13949328,7,-1,13949034,240572,240468,0
13949429,8,-1,13949034,0,0,0
13949499,2,0,13949,0,0,0
13949564,9,-1,13949034,0,1,0
13949634,12,-1,13949034,0,0,0
14049035,4,-1,14049034,0,0,0
14049139,5,-1,14049034,240572,240468,0
14049221,6,-1,14049034,1,0,0
14049328,7,-1,14049034,240572,240468,0
14049429,8,-1,14049034,0,0,0
14049499,2,0,14049,0,0,0
14049564,9,-1,14049034,0,1,0
14049634,12,-1,14049034,0,0,0
14149035,4,-1,14149034,0,0,0
14149139,5,-1,14149034,240572,240468,0
14149233,6,-1,14149034,1,0,0
14149347,7,-1,14149034,240580,240468,0
14149446,8,-1,14149034,0,0,0
14149517,9,-1,14149034,1,0,0
14149604,11,-1,14149034,1,1,0
14149674,12,-1,14149034,0,0,0
14149761,13,-1,14149034,1,0,0
14149844,16,0,14149034,14749034,15749034,1599191
14149951,17,0,14149034,0,0,0
14150035,20,0,14149034,240528,240468,0
14249035,4,-1,14249034,0,0,0
14249139,5,-1,14249034,240528,240468,0
14249225,6,-1,14249034,1,0,0
14249340,7,-1,14249034,240528,240468,0
14249439,8,-1,14249034,0,0,0
14249510,2,0,14249,0,0,0
14249574,9,-1,14249034,0,1,0
14249644,12,-1,14249034,0,0,0
14349035,4,-1,14349034,0,0,0
14349139,5,-1,14349034,240528,240468,0
14349225,6,-1,14349034,1,0,0
14349339,7,-1,14349034,240528,240468,0
14349438,8,-1,14349034,0,0,0
14349508,2,0,14349,0,0,0
14349573,9,-1,14349034,0,1,0
14349643,12,-1,14349034,0,0,0
14449035,4,-1,14449034,0,0,0
14449139,5,-1,14449034,240528,240468,0
14449225,6,-1,14449034,1,0,0
14449340,7,-1,14449034,240528,240468,0
14449441,8,-1,14449034,0,0,0
14449512,2,0,14449,0,0,0
14449576,9,-1,14449034,0,1,0
14449647,12,-1,14449034,0,0,0
14549035,4,-1,14549034,0,0,0
14549139,5,-1,14549034,240528,240468,0
14549225,6,-1,14549034,1,0,0
14549341,7,-1,14549034,240528,240468,0
14549440,8,-1,14549034,0,0,0
14549510,2,0,14549,0,0,0
14549575,9,-1,14549034,0,1,0
14549645,12,-1,14549034,0,0,0
14649035,4,-1,14649034,0,0,0
14649139,5,-1,14649034,240528,240468,0
14649225,6,-1,14649034,1,0,0
14649339,7,-1,14649034,240528,240468,0
14649440,8,-1,14649034,0,0,0
14649510,2,0,14649,0,0,0
14649575,9,-1,14649034,0,1,0
14649645,12,-1,14649034,0,0,0
14749035,4,-1,14749034,0,0,0
14749150,5,-1,14749034,240528,240468,0
14749237,6,-1,14749034,1,0,0
14749351,7,-1,14749034,240528,240468,0
14749451,8,-1,14749034,0,0,0
14749521,2,0,14749,0,0,0
14749585,9,-1,14749034,0,1,0
14749656,12,-1,14749034,0,0,0
14749790,15,0,14149034,0,0,0
14749941,18,0,14149034,0,0,0
14753582,19,0,14149034,0,0,0
14754117,24,0,14149034,0,0,0
14754191,1,0,14149034,84696351,0,0
14754274,21,0,14149034,240528,240468,0
14754363,25,0,14149034,240528,240468,0
14754446,14,-1,14149034,0,0,0
14849035,4,-1,14849034,0,0,0
14849143,5,-1,14849034,240580,240468,0
14849245,6,-1,14849034,1,0,0
14849362,7,-1,14849034,240572,240468,0
14849470,8,-1,14849034,0,0,0
14849540,2,0,14849,0,0,0
14849604,9,-1,14849034,0,1,0
14849675,12,-1,14849034,0,0,0
14949035,4,-1,14949034,0,0,0
14949139,5,-1,14949034,240572,240468,0
14949234,6,-1,14949034,1,0,0
14949340,7,-1,14949034,240572,240468,0
14949439,8,-1,14949034,0,0,0
14949509,2,0,14949,0,0,0
14949573,9,-1,14949034,0,1,0
14949643,12,-1,14949034,0,0,0
15049035,4,-1,15049034,0,0,0
15049139,5,-1,15049034,240572,240468,0
15049221,6,-1,15049034,1,0,0
15049328,7,-1,15049034,240572,240468,0
15049427,8,-1,15049034,0,0,0
15049497,2,0,15049,0,0,0
15049562,9,-1,15049034,0,1,0
15049632,12,-1,15049034,0,0,0
15149035,4,-1,15149034,0,0,0
15149139,5,-1,15149034,240572,240468,0
15149221,6,-1,15149034,1,0,0
15149326,7,-1,15149034,240580,240468,0
15149425,8,-1,15149034,0,0,0
15149496,9,-1,15149034,1,0,0
15149583,11,-1,15149034,1,1,0
15149653,12,-1,15149034,0,0,0
15149744,13,-1,15149034,1,0,0
15149831,16,0,15149034,15749034,16749034,1599204
15149938,17,0,15149034,0,0,0
15150013,20,0,15149034,240528,240468,0
15249035,4,-1,15249034,0,0,0
15249139,5,-1,15249034,240528,240468,0
15249225,6,-1,15249034,1,0,0
15249333,7,-1,15249034,240528,240468,0
15249434,8,-1,15249034,0,0,0
15249505,2,0,15249,0,0,0
15249569,9,-1,15249034,0,1,0
15249640,12,-1,15249034,0,0,0
15349035,4,-1,15349034,0,0,0
15349139,5,-1,15349034,240528,240468,0
15349221,6,-1,15349034,1,0,0
15349328,7,-1,15349034,240528,240468,0
15349429,8,-1,15349034,0,0,0
15349499,2,0,15349,0,0,0
15349564,9,-1,15349034,0,1,0
15349634,12,-1,15349034,0,0,0
15449035,4,-1,15449034,0,0,0
15449139,5,-1,15449034,240528,240468,0
15449221,6,-1,15449034,1,0,0
15449328,7,-1,15449034,240528,240468,0
15449429,8,-1,15449034,0,0,0
15449499,2,0,15449,0,0,0
15449564,9,-1,15449034,0,1,0
15449634,12,-1,15449034,0,0,0
15549035,4,-1,15549034,0,0,0
15549139,5,-1,15549034,240528,240468,0
15549221,6,-1,15549034,1,0,0
15549328,7,-1,15549034,240528,240468,0
15549429,8,-1,15549034,0,0,0
15549499,2,0,15549,0,0,0
15549564,9,-1,15549034,0,1,0
15549634,12,-1,15549034,0,0,0
15649035,4,-1,15649034,0,0,0
15649139,5,-1,15649034,240528,240468,0
15649221,6,-1,15649034,1,0,0
15649327,7,-1,15649034,240528,240468,0
15649426,8,-1,15649034,0,0,0
15649497,2,0,15649,0,0,0
15649561,9,-1,15649034,0,1,0
15649632,12,-1,15649034,0,0,0
15749035,4,-1,15749034,0,0,0
15749150,5,-1,15749034,240528,240468,0
15749245,6,-1,15749034,1,0,0
15749354,7,-1,15749034,240528,240468,0
15749455,8,-1,15749034,0,0,0
15749525,2,0,15749,0,0,0
15749590,9,-1,15749034,0,1,0
15749660,12,-1,15749034,0,0,0
15749793,15,0,15149034,0,0,0
15749941,18,0,15149034,0,0,0
15753590,19,0,15149034,0,0,0
15754121,24,0,15149034,0,0,0
15754196,1,0,15149034,84696351,0,0
15754279,21,0,15149034,240528,240468,0
15754367,25,0,15149034,240528,240468,0
15754450,14,-1,15149034,0,0,0
15849035,4,-1,15849034,0,0,0
15849147,5,-1,15849034,240580,240468,0
15849245,6,-1,15849034,1,0,0
15849359,7,-1,15849034,240572,240468,0
15849467,8,-1,15849034,0,0,0
15849538,2,0,15849,0,0,0
15849602,9,-1,15849034,0,1,0
15849673,12,-1,15849034,0,0,0
15949035,4,-1,15949034,0,0,0
15949139,5,-1,15949034,240572,240468,0
15949221,6,-1,15949034,1,0,0
15949327,7,-1,15949034,240572,240468,0
15949426,8,-1,15949034,0,0,0
15949497,2,0,15949,0,0,0
15949561,9,-1,15949034,0,1,0
15949632,12,-1,15949034,0,0,0
16049035,4,-1,16049034,0,0,0
16049139,5,-1,16049034,240572,240468,0
16049221,6,-1,16049034,1,0,0
16049327,7,-1,16049034,240572,240468,0
16049428,8,-1,16049034,0,0,0
16049498,2,0,16049,0,0,0
16049563,9,-1,16049034,0,1,0
16049633,12,-1,16049034,0,0,0
16149035,4,-1,16149034,0,0,0
16149139,5,-1,16149034,240572,240468,0
16149221,6,-1,16149034,1,0,0
16149327,7,-1,16149034,240580,240468,0
16149426,8,-1,16149034,0,0,0
16149497,9,-1,16149034,1,0,0
16149584,11,-1,16149034,1,1,0
16149654,12,-1,16149034,0,0,0
16149745,13,-1,16149034,1,0,0
16149828,16,0,16149034,16749034,17749034,1599207
16149935,17,0,16149034,0,0,0
16150010,20,0,16149034,240528,240468,0
16249035,4,-1,16249034,0,0,0
16249139,5,-1,16249034,240528,240468,0
16249225,6,-1,16249034,1,0,0
16249336,7,-1,16249034,240528,240468,0
16249437,8,-1,16249034,0,0,0
16249507,2,0,16249,0,0,0
16249572,9,-1,16249034,0,1,0
16249642,12,-1,16249034,0,0,0
16349035,4,-1,16349034,0,0,0
16349139,5,-1,16349034,240528,240468,0
16349221,6,-1,16349034,1,0,0
16349328,7,-1,16349034,240528,240468,0
16349429,8,-1,16349034,0,0,0
16349499,2,0,16349,0,0,0
16349564,9,-1,16349034,0,1,0
16349634,12,-1,16349034,0,0,0
16449035,4,-1,16449034,0,0,0
16449139,5,-1,16449034,240528,240468,0
16449221,6,-1,16449034,1,0,0
16449327,7,-1,16449034,240528,240468,0
16449427,8,-1,16449034,0,0,0
16449497,2,0,16449,0,0,0
16449562,9,-1,16449034,0,1,0
16449632,12,-1,16449034,0,0,0
16549035,4,-1,16549034,0,0,0
16549139,5,-1,16549034,240528,240468,0
16549233,6,-1,16549034,1,0,0
16549348,7,-1,16549034,240528,240468,0
16549449,8,-1,16549034,0,0,0
16549519,2,0,16549,0,0,0
16549584,9,-1,16549034,0,1,0
16549654,12,-1,16549034,0,0,0
16649035,4,-1,16649034,0,0,0
16649139,5,-1,16649034,240528,240468,0
16649225,6,-1,16649034,1,0,0
16649341,7,-1,16649034,240528,240468,0
16649442,8,-1,16649034,0,0,0
16649513,2,0,16649,0,0,0
16649577,9,-1,16649034,0,1,0
16649647,12,-1,16649034,0,0,0
16749035,4,-1,16749034,0,0,0
16749150,5,-1,16749034,240528,240468,0
16749237,6,-1,16749034,1,0,0
16749351,7,-1,16749034,240528,240468,0
16749452,8,-1,16749034,0,0,0
16749522,2,0,16749,0,0,0
16749587,9,-1,16749034,0,1,0
16749657,12,-1,16749034,0,0,0
16749789,15,0,16149034,0,0,0
16749941,18,0,16149034,0,0,0
16753582,19,0,16149034,0,0,0
16754117,24,0,16149034,0,0,0
16754191,1,0,16149034,84696351,0,0
16754274,21,0,16149034,240528,240468,0
16754363,25,0,16149034,240528,240468,0
16754446,14,-1,16149034,0,0,0
16849035,4,-1,16849034,0,0,0
16849143,5,-1,16849034,240580,240468,0
16849245,6,-1,16849034,1,0,0
16849364,7,-1,16849034,240572,240468,0
16849472,8,-1,16849034,0,0,0
16849543,2,0,16849,0,0,0
16849607,9,-1,16849034,0,1,0
16849677,12,-1,16849034,0,0,0
16949035,4,-1,16949034,0,0,0
16949139,5,-1,16949034,240572,240468,0
16949225,6,-1,16949034,1,0,0
16949340,7,-1,16949034,240572,240468,0
16949441,8,-1,16949034,0,0,0
16949511,2,0,16949,0,0,0
16949575,9,-1,16949034,0,1,0
16949646,12,-1,16949034,0,0,0
17049035,4,-1,17049034,0,0,0
17049139,5,-1,17049034,240572,240468,0
17049225,6,-1,17049034,1,0,0
17049339,7,-1,17049034,240572,240468,0
17049438,8,-1,17049034,0,0,0
17049508,2,0,17049,0,0,0
17049573,9,-1,17049034,0,1,0
17049643,12,-1,17049034,0,0,0
17149035,4,-1,17149034,0,0,0
17149139,5,-1,17149034,240572,240468,0
17149225,6,-1,17149034,1,0,0
17149338,7,-1,17149034,240580,240468,0
17149437,8,-1,17149034,0,0,0
17149508,9,-1,17149034,1,0,0
17149595,11,-1,17149034,1,1,0
17149665,12,-1,17149034,0,0,0
17149756,13,-1,17149034,1,0,0
17149843,16,0,17149034,17749034,18749034,1599192
17149950,17,0,17149034,0,0,0
17150033,20,0,17149034,240528,240468,0
17249035,4,-1,17249034,0,0,0
17249139,5,-1,17249034,240528,240468,0
17249229,6,-1,17249034,1,0,0
17249344,7,-1,17249034,240528,240468,0
17249445,8,-1,17249034,0,0,0
17249515,2,0,17249,0,0,0
17249580,9,-1,17249034,0,1,0
17249650,12,-1,17249034,0,0,0
17349035,4,-1,17349034,0,0,0
17349139,5,-1,17349034,240528,240468,0
17349233,6,-1,17349034,1,0,0
17349351,7,-1,17349034,240528,240468,0
17349450,8,-1,17349034,0,0,0
17349520,2,0,17349,0,0,0
17349585,9,-1,17349034,0,1,0
17349655,12,-1,17349034,0,0,0
17449035,4,-1,17449034,0,0,0
17449139,5,-1,17449034,240528,240468,0
17449225,6,-1,17449034,1,0,0
17449339,7,-1,17449034,240528,240468,0
17449440,8,-1,17449034,0,0,0
17449510,2,0,17449,0,0,0
17449575,9,-1,17449034,0,1,0
17449645,12,-1,17449034,0,0,0
17549035,4,-1,17549034,0,0,0
17549139,5,-1,17549034,240528,240468,0
17549225,6,-1,17549034,1,0,0
17549340,7,-1,17549034,240528,240468,0
17549441,8,-1,17549034,0,0,0
17549511,2,0,17549,0,0,0
17549576,9,-1,17549034,0,1,0
17549646,12,-1,17549034,0,0,0
17649035,4,-1,17649034,0,0,0
17649139,5,-1,17649034,240528,240468,0
17649225,6,-1,17649034,1,0,0
17649340,7,-1,17649034,240528,240468,0
17649441,8,-1,17649034,0,0,0
17649511,2,0,17649,0,0,0
17649576,9,-1,17649034,0,1,0
17649646,12,-1,17649034,0,0,0
17749035,4,-1,17749034,0,0,0
17749150,5,-1,17749034,240528,240468,0
